thesis_id,rank,neighbor_id,cosine_similarity
2714206533,4,2451029053,0.8478
2714206533,5,2489514286,0.7884
2714206533,6,2613089325,0.7712
2714206533,7,2613089325,0.7712
2714206533,8,2728775771,0.7622
2714206533,9,2872572197,0.7594
2714206533,10,2872572197,0.7594
2733914732,1,2733914732,1.0
2733914732,2,2693186882,0.7528
2733914732,3,2728030128,0.7362
2733914732,4,2707583755,0.7304
2733914732,5,2595588550,0.6981
2733914732,6,2737855393,0.6951
2733914732,7,2872641268,0.6883
2733914732,8,2870613156,0.6855
2733914732,9,2738184689,0.6759
2733914732,10,2738972442,0.6744
2692141492,1,2692141492,1.0
2692141492,2,2738355957,0.7735
2692141492,3,2718813925,0.7331
2692141492,4,2718813925,0.7331
2692141492,5,2451229723,0.7235
2692141492,6,2451229723,0.7235
2692141492,7,2727703765,0.6875
2692141492,8,2451182467,0.672
2692141492,9,2691321154,0.6644
2692141492,10,2725060008,0.6614
2693468694,1,2693468694,1.0
2693468694,2,2712998101,0.8106
2693468694,3,2720326119,0.743
2693468694,4,2720326119,0.743
2693468694,5,2712912519,0.7413
2693468694,6,2739528455,0.7107
2693468694,7,2739528455,0.7107
2693468694,8,2868333192,0.6946
2693468694,9,2644416591,0.6892
2693468694,10,2718824981,0.6707
2735364455,1,2735364455,1.0
2735364455,2,2871246716,0.519
2735364455,3,2736918967,0.5038
2735364455,4,2713316504,0.4866
2735364455,5,2713316504,0.4866
2735364455,6,2460637512,0.4851
2735364455,7,2708989945,0.4757
2735364455,8,2708989945,0.4757
2735364455,9,2723771216,0.4737
2735364455,10,2723771216,0.4737
2728230460,1,2728230460,1.0
2728230460,2,2693308023,0.8782
2728230460,3,2451028716,0.8655
2728230460,4,2737227362,0.8329
2728230460,5,2737227362,0.8329
2728230460,6,2714088758,0.8278
2728230460,7,2723401334,0.8221
2728230460,8,2727615897,0.822
2728230460,9,2727615897,0.822
2728230460,10,2735158213,0.8113
2739111523,1,2739111523,1.0
2739111523,2,2872712718,0.8956
2739111523,3,2868406330,0.8592
2739111523,4,2727571113,0.8472
2739111523,5,2612396577,0.8404
2739111523,6,2713409129,0.8325
2739111523,7,2686501877,0.8171
2739111523,8,2686501877,0.8171
2739111523,9,2686501877,0.8171
2739111523,10,2726980718,0.8025
2718659731,1,2718659731,1.0
2718659731,2,2727406417,0.8066
2718659731,3,2728881743,0.8008
2718659731,4,2612047689,0.7285
2718659731,5,2612047689,0.7285
2718659731,6,2712838271,0.7018
2718659731,7,2712838271,0.7018
2718659731,8,2640810478,0.6838
2718659731,9,2640810478,0.6838
2718659731,10,2597481472,0.671
2727615897,1,2727615897,1.0
2727615897,2,2736823540,0.8923
2727615897,3,2686501875,0.8888
2727615897,4,2686501875,0.8888
2727615897,5,2712912877,0.8844
2727615897,6,2735158213,0.8813
2727615897,7,2728154013,0.8771
2727615897,8,2728154013,0.8771
2727615897,9,2728755055,0.8753
2727615897,10,2714088758,0.875
2504395882,1,2504395882,1.0
2504395882,2,2738459419,0.7799
2504395882,3,2869969711,0.7607
2504395882,4,2720010519,0.756
2504395882,5,2737855393,0.7532
2504395882,6,2737702151,0.7503
2504395882,7,2737702151,0.7503
2504395882,8,2872641109,0.7478
2504395882,9,2727066660,0.7389
2504395882,10,2727066660,0.7389
2738061365,1,2738061365,1.0
2738061365,2,2692890822,0.7992
2738061365,3,2692890822,0.7992
2738061365,4,2597009510,0.7831
2738061365,5,2728235977,0.7614
2738061365,6,2728235977,0.7614
2738061365,7,2728235977,0.7614
2738061365,8,2693243209,0.7559
2738061365,9,2738355839,0.7536
2738061365,10,2738203066,0.7515
2734545003,1,2734545003,1.0
2734545003,2,2874582134,0.87
2734545003,3,2874582134,0.87
2734545003,4,2594825009,0.8582
2734545003,5,2686340042,0.8575
2734545003,6,2736587369,0.8517
2734545003,7,2735235813,0.8511
2734545003,8,2739380291,0.8489
2734545003,9,2693004216,0.8481
2734545003,10,2693004216,0.8481
2737665713,1,2737665713,1.0
2737665713,2,2713409429,0.893
2737665713,3,2713409429,0.893
2737665713,4,2713409429,0.893
2737665713,5,2709440884,0.8895
2737665713,6,2733712369,0.8723
2737665713,7,2872572397,0.8617
2737665713,8,2872572397,0.8617
2737665713,9,2872572397,0.8617
2737665713,10,2455566919,0.8607
2720214501,1,2720214501,1.0
2720214501,2,2869969712,0.8688
2720214501,3,2678030785,0.8292
2720214501,4,2698674329,0.8236
2720214501,5,2738184731,0.7969
2720214501,6,2737226477,0.7797
2720214501,7,2738218194,0.7703
2720214501,8,2596766003,0.7579
2720214501,9,2872572207,0.7472
2720214501,10,2692166113,0.7375
2720214503,1,2720214503,1.0
2720214503,2,2693081810,0.8547
2720214503,3,2595757850,0.7612
2720214503,4,2738061365,0.75
2720214503,5,2738061365,0.75
2720214503,6,2611096211,0.7495
2720214503,7,2611096211,0.7495
2720214503,8,2867910947,0.7469
2720214503,9,2867910947,0.7469
2720214503,10,2595223024,0.7444
2611345951,1,2611345951,1.0
2611345951,2,2693468680,0.8787
2611345951,3,2693468680,0.8787
2611345951,4,2708092174,0.8743
2611345951,5,2708092174,0.8743
2611345951,6,2708092174,0.8743
2611345951,7,2597319261,0.8671
2611345951,8,2733712541,0.8302
2611345951,9,2734505626,0.8267
2611345951,10,2597274412,0.8097
2452682707,1,2452682707,1.0
2452682707,2,2712718153,0.8542
2452682707,3,2452917469,0.8016
2452682707,4,2452917469,0.8016
2452682707,5,2452917469,0.8016
2452682707,6,2453337522,0.7764
2452682707,7,2612396571,0.7656
2452682707,8,2463602593,0.7589
2452682707,9,2463602593,0.7589
2452682707,10,2450280098,0.752
2621490021,1,2621490021,1.0
2621490021,2,2873503309,0.7142
2621490021,3,2595588360,0.6894
2621490021,4,2870028586,0.6879
2621490021,5,2737536332,0.6878
2621490021,6,2710670113,0.6833
2621490021,7,2718813926,0.6829
2621490021,8,2718813926,0.6829
2621490021,9,2728897648,0.6802
2621490021,10,2728897648,0.6802
2737744427,1,2737744427,1.0
2737744427,2,2708472298,0.8706
2737744427,3,2708472298,0.8706
2737744427,4,2470274075,0.7663
2737744427,5,2691928298,0.753
2737744427,6,2598811327,0.7495
2737744427,7,2872496018,0.7434
2737744427,8,2734125224,0.7375
2737744427,9,2712688891,0.7305
2737744427,10,2712688891,0.7305
2737744399,1,2737744399,1.0
2737744399,2,2720214889,0.6886
2737744399,3,2720214052,0.682
2737744399,4,2720214052,0.682
2737744399,5,2720214052,0.682
2737744399,6,2713018301,0.6804
2737744399,7,2727957069,0.6726
2737744399,8,2734363001,0.6602
2737744399,9,2728423485,0.6569
2737744399,10,2728423485,0.6569
2726480757,1,2726480757,1.0
2726480757,2,2451028917,0.9179
2726480757,3,2451028917,0.9179
2726480757,4,2720010105,0.8878
2726480757,5,2869723722,0.7863
2726480757,6,2642153006,0.6488
2726480757,7,2692978978,0.6358
2726480757,8,2692978978,0.6358
2726480757,9,2722957674,0.6049
2726480757,10,2870003882,0.5899
2737744380,1,2737744380,1.0
2737744380,2,2730752530,0.8528
2737744380,3,2730752530,0.8528
2737744380,4,2730752530,0.8528
2737744380,5,2868927308,0.8141
2737744380,6,2726481775,0.8052
2737744380,7,2726481775,0.8052
2737744380,8,2734025145,0.7943
2737744380,9,2713316503,0.7895
2737744380,10,2597274838,0.7829
2737702159,1,2737702159,1.0
2737702159,2,2596765981,0.7645
2737702159,3,2467038928,0.7571
2737702159,4,2644416612,0.7007
2737702159,5,2737855393,0.6758
2737702159,6,2735955575,0.6586
2737702159,7,2451028701,0.6565
2737702159,8,2733914732,0.6493
2737702159,9,2733914732,0.6493
2737702159,10,2612047704,0.6246
2738079070,1,2738079070,1.0
2738079070,2,2728239853,0.8562
2738079070,3,2709440884,0.8547
2738079070,4,2595588501,0.8352
2738079070,5,2595588501,0.8352
2738079070,6,2626728643,0.8331
2738079070,7,2872572397,0.8195
2738079070,8,2872572397,0.8195
2738079070,9,2872572397,0.8195
2738079070,10,2450711978,0.8169
2525226547,1,2525226547,1.0
2525226547,2,2876391376,0.7246
2525226547,3,2692075316,0.693
2525226547,4,2739495974,0.6561
2525226547,5,2489514636,0.6344
2525226547,6,2691928177,0.6213
2525226547,7,2691928177,0.6213
2525226547,8,2689098840,0.617
2525226547,9,2519323176,0.6067
2525226547,10,2731038186,0.6045
2526106288,1,2526106288,1.0
2526106288,2,2869882212,0.8288
2526106288,3,2869882212,0.8288
2526106288,4,2595588382,0.826
2526106288,5,2501486771,0.8176
2526106288,6,2713712088,0.8169
2526106288,7,2727248299,0.7947
2526106288,8,2727248299,0.7947
2526106288,9,2727248299,0.7947
2526106288,10,2872128875,0.7832
2727248779,1,2727248779,1.0
2727248779,2,2497057934,0.6968
2727248779,3,2727447952,0.6516
2727248779,4,2727447952,0.6516
2727248779,5,2869675618,0.6365
2727248779,6,2877232836,0.6303
2727248779,7,2877232836,0.6303
2727248779,8,2727253448,0.6277
2727248779,9,2873407923,0.6092
2727248779,10,2873407923,0.6092
2713252498,1,2713252498,1.0
2713252498,2,2691893927,0.9167
2713252498,3,2691894027,0.8721
2713252498,4,2691894027,0.8721
2713252498,5,2727447952,0.8566
2713252498,6,2727447952,0.8566
2713252498,7,2713140672,0.8546
2713252498,8,2712667806,0.8503
2713252498,9,2729550773,0.8079
2713252498,10,2729550773,0.8079
2595588496,1,2595588496,1.0
2595588496,2,2874539202,0.8228
2595588496,3,2874539202,0.8228
2595588496,4,2723892232,0.8164
2595588496,5,2735269668,0.8132
2595588496,6,2691384137,0.801
2595588496,7,2691384137,0.801
2595588496,8,2691384137,0.801
2595588496,9,2709569670,0.7988
2595588496,10,2452033415,0.7893
2612047689,1,2612047689,1.0
2612047689,2,2727406417,0.7409
2612047689,3,2718659731,0.7285
2612047689,4,2718659731,0.7285
2612047689,5,2728881743,0.6624
2612047689,6,2728394307,0.6405
2612047689,7,2728394307,0.6405
2612047689,8,2728394307,0.6405
2612047689,9,2712838271,0.6401
2612047689,10,2712838271,0.6401
2640810088,1,2640810088,1.0
2640810088,2,2497546697,0.8235
2640810088,3,2666092580,0.8086
2640810088,4,2728239825,0.8052
2640810088,5,2626729095,0.7963
2640810088,6,2626729095,0.7963
2640810088,7,2736621375,0.7939
2640810088,8,2738564537,0.7839
2640810088,9,2738564537,0.7839
2640810088,10,2693243032,0.7742
2451091232,1,2451091232,1.0
2451091232,2,2737855387,0.797
2451091232,3,2706996164,0.7943
2451091232,4,2706996164,0.7943
2451091232,5,2737552165,0.7493
2451091232,6,2875713810,0.7204
2451091232,7,2869953647,0.7056
2451091232,8,2708961013,0.674
2451091232,9,2597117785,0.6668
2451091232,10,2872276204,0.6658
2713358280,1,2713358280,1.0
2713358280,2,2873503275,0.8552
2713358280,3,2713749564,0.8509
2713358280,4,2713749564,0.8509
2713358280,5,2626729095,0.8432
2713358280,6,2626729095,0.8432
2713358280,7,2870028609,0.8345
2713358280,8,2872571952,0.8294
2713358280,9,2666092580,0.8229
2713358280,10,2726945092,0.8095
2713226883,1,2713226883,1.0
2713226883,2,2727978250,0.8305
2713226883,3,2727978250,0.8305
2713226883,4,2727978250,0.8305
2713226883,5,2595588329,0.8181
2713226883,6,2451028633,0.8125
2713226883,7,2451028633,0.8125
2713226883,8,2665996692,0.8117
2713226883,9,2665996692,0.8117
2713226883,10,2665996692,0.8117
2723319057,1,2723319057,1.0
2723319057,2,2709247327,0.8575
2723319057,3,2693203594,0.7452
2723319057,4,2453337522,0.7354
2723319057,5,2447742077,0.7263
2723319057,6,2451028569,0.719
2723319057,7,2691928277,0.7166
2723319057,8,2873784039,0.7148
2723319057,9,2713008528,0.7089
2723319057,10,2872660841,0.7062
2712960711,1,2712960711,1.0
2712960711,2,2728030156,0.7162
2712960711,3,2720010519,0.7105
2712960711,4,2869969711,0.7017
2712960711,5,2738972442,0.6986
2712960711,6,2738972442,0.6986
2712960711,7,2737744433,0.689
2712960711,8,2708656339,0.6871
2712960711,9,2712810219,0.6783
2712960711,10,2735269675,0.6729
2727253353,1,2727253353,1.0
2727253353,2,2738595151,0.7032
2727253353,3,2736604795,0.6915
2727253353,4,2692123402,0.6832
2727253353,5,2692123402,0.6832
2727253353,6,2737836298,0.6726
2727253353,7,2723191184,0.6691
2727253353,8,2723191184,0.6691
2727253353,9,2723191184,0.6691
2727253353,10,2873041125,0.6617
2642153318,1,2642153318,1.0
2642153318,2,2713409857,0.8738
2642153318,3,2692933687,0.8493
2642153318,4,2692933687,0.8493
2642153318,5,2692933687,0.8493
2642153318,6,2735454923,0.838
2642153318,7,2720571525,0.7893
2642153318,8,2720571525,0.7893
2642153318,9,2691718440,0.7692
2642153318,10,2873643564,0.7614
2713908153,1,2713908153,1.0
2713908153,2,2640811217,0.7346
2713908153,3,2497547085,0.7262
2713908153,4,2718825292,0.7198
2713908153,5,2718825292,0.7198
2713908153,6,2729836723,0.7124
2713908153,7,2729836723,0.7124
2713908153,8,2729836723,0.7124
2713908153,9,2448324421,0.6946
2713908153,10,2723283133,0.6925
2712971959,1,2712971959,1.0
2712971959,2,2872572351,0.6378
2712971959,3,2872572351,0.6378
2712971959,4,2872572351,0.6378
2712971959,5,2873044393,0.6099
2712971959,6,2873044393,0.6099
2712971959,7,2733712211,0.5842
2712971959,8,2733712211,0.5842
2712971959,9,2733712211,0.5842
2712971959,10,2856861409,0.5841
2727557575,1,2727557575,1.0
2727557575,2,2737925881,0.8837
2727557575,3,2713170463,0.8663
2727557575,4,2713170463,0.8663
2727557575,5,2727957050,0.8569
2727557575,6,2447727650,0.8567
2727557575,7,2869611255,0.8438
2727557575,8,2453302201,0.8305
2727557575,9,2453302201,0.8305
2727557575,10,2727528789,0.8272
2626728575,1,2626728575,1.0
2626728575,2,2497101929,0.8948
2626728575,3,2497101929,0.8948
2626728575,4,2497101929,0.8948
2626728575,5,2597274439,0.8209
2626728575,6,2691222006,0.8118
2626728575,7,2453314479,0.808
2626728575,8,2655630554,0.8069
2626728575,9,2713316537,0.8054
2626728575,10,2738265955,0.7939
2453302201,1,2453302201,1.0
2453302201,2,2447727650,0.8654
2453302201,3,2869611255,0.847
2453302201,4,2737925881,0.8422
2453302201,5,2727557575,0.8305
2453302201,6,2727557575,0.8305
2453302201,7,2713170463,0.8243
2453302201,8,2713170463,0.8243
2453302201,9,2727957050,0.8147
2453302201,10,2727903483,0.7914
2517162582,1,2517162582,1.0
2517162582,2,2693004198,0.9399
2517162582,3,2595983853,0.8713
2517162582,4,2595983853,0.8713
2517162582,5,2709533341,0.8288
2517162582,6,2497101090,0.8045
2517162582,7,2727253500,0.8007
2517162582,8,2726481067,0.7957
2517162582,9,2726481067,0.7957
2517162582,10,2726481067,0.7957
2709440883,1,2709440883,1.0
2709440883,2,2693055924,0.9667
2709440883,3,2693055924,0.9667
2709440883,4,2726974046,0.8638
2709440883,5,2722957674,0.8622
2709440883,6,2870028689,0.7709
2709440883,7,2872693405,0.7334
2709440883,8,2872693405,0.7334
2709440883,9,2873503309,0.7092
2709440883,10,2451153133,0.6837
2692100196,1,2692100196,1.0
2692100196,2,2453517856,0.8567
2692100196,3,2453517856,0.8567
2692100196,4,2727448821,0.8496
2692100196,5,2727448821,0.8496
2692100196,6,2450383428,0.8184
2692100196,7,2450383428,0.8184
2692100196,8,2709440884,0.8149
2692100196,9,2727821769,0.8137
2692100196,10,2450280370,0.8091
2709611087,1,2709611087,1.0
2709611087,2,2692912638,0.7253
2709611087,3,2692912638,0.7253
2709611087,4,2692166170,0.6847
2709611087,5,2692166170,0.6847
2709611087,6,2692866732,0.683
2709611087,7,2737581722,0.6805
2709611087,8,2495051186,0.6642
2709611087,9,2495051186,0.6642
2709611087,10,2495051186,0.6642
2726919713,1,2726919713,1.0
2726919713,2,2452634717,0.8476
2726919713,3,2872712898,0.8448
2726919713,4,2524896226,0.8263
2726919713,5,2868480795,0.8138
2726919713,6,2873097174,0.8046
2726919713,7,2727406370,0.7875
2726919713,8,2524896227,0.7866
2726919713,9,2448497056,0.7808
2726919713,10,2727253480,0.7783
2692726045,1,2692726045,1.0
2692726045,2,2723678048,0.8528
2692726045,3,2712806068,0.8141
2692726045,4,2720216170,0.7998
2692726045,5,2720216170,0.7998
2692726045,6,2708259113,0.7997
2692726045,7,2708259113,0.7997
2692726045,8,2873179787,0.7995
2692726045,9,2708239179,0.7957
2692726045,10,2452038147,0.7955
2723300376,1,2723300376,1.0
2723300376,2,2728650697,0.778
2723300376,3,2727758627,0.7253
2723300376,4,2691928171,0.7189
2723300376,5,2451028930,0.7109
2723300376,6,2738564655,0.7108
2723300376,7,2738564655,0.7108
2723300376,8,2738564655,0.7108
2723300376,9,2595588316,0.7082
2723300376,10,2595588316,0.7082
2728303053,1,2712810235,0.7455
2728303053,2,2735158210,0.7252
2728303053,3,2735158210,0.7252
2728303053,4,2626728612,0.6932
2728303053,5,2868599469,0.6925
2728303053,6,2869969710,0.6739
2728303053,7,2871778275,0.6713
2728303053,8,2692123402,0.6658
2728303053,9,2692123402,0.6658
2728303053,10,2727978253,0.6512
2595757850,1,2720214503,0.7612
2595757850,2,2720214503,0.7612
2595757850,3,2873751803,0.7543
2595757850,4,2611096211,0.7471
2595757850,5,2611096211,0.7471
2595757850,6,2727633923,0.7466
2595757850,7,2727253362,0.7359
2595757850,8,2727253362,0.7359
2595757850,9,2613750990,0.7191
2595757850,10,2734246628,0.7083
2733712401,1,2853052616,0.8136
2733712401,2,2853052616,0.8136
2733712401,3,2729206213,0.7897
2733712401,4,2604853678,0.7678
2733712401,5,2737702136,0.7556
2733712401,6,2872572133,0.7522
2733712401,7,2451028751,0.7466
2733712401,8,2596765981,0.7463
2733712401,9,2718813925,0.7395
2733712401,10,2718813925,0.7395
2597319626,1,2869694934,0.859
2597319626,2,2595588558,0.8293
2597319626,3,2718340532,0.7973
2597319626,4,2718340532,0.7973
2597319626,5,2595882796,0.7962
2597319626,6,2595882796,0.7962
2597319626,7,2689404609,0.7752
2597319626,8,2712806068,0.7559
2597319626,9,2720326056,0.7516
2597319626,10,2720326056,0.7516
2453302266,1,2708315600,0.8364
2453302266,2,2712912886,0.8311
2453302266,3,2726481756,0.8246
2453302266,4,2726481756,0.8246
2453302266,5,2596339157,0.8117
2453302266,6,2734387208,0.8091
2453302266,7,2734387208,0.8091
2453302266,8,2452917610,0.8085
2453302266,9,2733713072,0.7788
2453302266,10,2737925897,0.7754
2451190019,1,2722957677,0.8415
2451190019,2,2636463003,0.7674
2451190019,3,2874582149,0.7593
2451190019,4,2874582138,0.7593
2451190019,5,2471512194,0.7566
2451190019,6,2451028751,0.7446
2451190019,7,2712896304,0.734
2451190019,8,2692377666,0.7205
2451190019,9,2735550025,0.7195
2451190019,10,2713409873,0.7081
2692100293,1,2727113773,0.7127
2692100293,2,2727113773,0.7127
2692100293,3,2640811217,0.6471
2692100293,4,2721204094,0.6307
2692100293,5,2595983865,0.6106
2692100293,6,2595983865,0.6106
2692100293,7,2595004887,0.6094
2692100293,8,2734486795,0.6045
2692100293,9,2734486795,0.6045
2692100293,10,2733712317,0.5926
2872555269,1,2453439908,0.8339
2872555269,2,2718681378,0.8038
2872555269,3,2718681378,0.8038
2872555269,4,2691679919,0.7954
2872555269,5,2731326863,0.7394
2872555269,6,2718825300,0.7392
2872555269,7,2691222100,0.728
2872555269,8,2691222100,0.728
2872555269,9,2872534704,0.7237
2872555269,10,2613089341,0.6959
2872572343,1,2721204085,0.8786
2872572343,2,2721204085,0.8786
2872572343,3,2867910947,0.7669
2872572343,4,2867910947,0.7669
2872572343,5,2737983305,0.7363
2872572343,6,2737983305,0.7363
2872572343,7,2693081810,0.7358
2872572343,8,2720214503,0.7313
2872572343,9,2720214503,0.7313
2872572343,10,2595223024,0.7082
2712912462,1,2712907526,0.7741
2712912462,2,2735688373,0.6893
2712912462,3,2735688373,0.6893
2712912462,4,2703093424,0.6409
2712912462,5,2737859066,0.6268
2712912462,6,2596066111,0.6094
2712912462,7,2596066111,0.6094
2712912462,8,2739476374,0.6001
2712912462,9,2693468671,0.592
2712912462,10,2450741792,0.5916
2709440885,1,2727471599,0.8961
2709440885,2,2727471599,0.8961
2709440885,3,2727471599,0.8961
2709440885,4,2737859074,0.889
2709440885,5,2734175798,0.8789
2709440885,6,2451028951,0.7647
2709440885,7,2451028951,0.7647
2709440885,8,2451028951,0.7647
2709440885,9,2595588492,0.7625
2709440885,10,2595588492,0.7625
2708496516,1,2707790628,0.8138
2708496516,2,2691928366,0.7916
2708496516,3,2496058552,0.7743
2708496516,4,2495783681,0.762
2708496516,5,2713358282,0.7501
2708496516,6,2738142747,0.7044
2708496516,7,2712810253,0.6907
2708496516,8,2873044401,0.675
2708496516,9,2723283133,0.664
2708496516,10,2868332797,0.6627
2720214889,1,2720317253,0.7324
2720214889,2,2720317253,0.7324
2720214889,3,2691928346,0.7295
2720214889,4,2691928346,0.7295
2720214889,5,2713018267,0.716
2720214889,6,2713018267,0.716
2720214889,7,2872735300,0.7135
2720214889,8,2870415429,0.7068
2720214889,9,2691928290,0.706
2720214889,10,2691928290,0.706
2868548133,1,2727248775,0.8049
2868548133,2,2873765655,0.7902
2868548133,3,2872420856,0.7523
2868548133,4,2872420856,0.7523
2868548133,5,2873205620,0.7436
2868548133,6,2873205620,0.7436
2868548133,7,2873205620,0.7436
2868548133,8,2854137646,0.7293
2868548133,9,2732362967,0.7146
2868548133,10,2734350254,0.6955
2872572226,1,2692866732,0.7959
2872572226,2,2731307936,0.7744
2872572226,3,2712912870,0.7733
2872572226,4,2712912870,0.7733
2872572226,5,2692912638,0.7551
2872572226,6,2692912638,0.7551
2872572226,7,2596882130,0.7384
2872572226,8,2691928261,0.7163
2872572226,9,2737581722,0.7083
2872572226,10,2594825030,0.7041
2872420858,1,2665996710,0.8681
2872420858,2,2452727889,0.8547
2872420858,3,2452727889,0.8547
2872420858,4,2727202160,0.8311
2872420858,5,2712806044,0.8013
2872420858,6,2727703745,0.7745
2872420858,7,2727703745,0.7745
2872420858,8,2868479417,0.7731
2872420858,9,2691928260,0.7486
2872420858,10,2691928260,0.7486
2872571952,1,2713749564,0.8415
2872571952,2,2713749564,0.8415
2872571952,3,2713358280,0.8294
2872571952,4,2713358280,0.8294
2872571952,5,2873503275,0.8261
2872571952,6,2713316516,0.8102
2872571952,7,2870028609,0.8058
2872571952,8,2720326080,0.7979
2872571952,9,2666092580,0.7958
2872571952,10,2723460476,0.7895
2854137643,1,2713136028,0.9524
2854137643,2,2727629200,0.9509
2854137643,3,2874172468,0.9167
2854137643,4,2713316539,0.9041
2854137643,5,2713316539,0.9041
2854137643,6,2713322580,0.8977
2854137643,7,2713322580,0.8977
2854137643,8,2713136029,0.8848
2854137643,9,2872693672,0.8834
2854137643,10,2596882109,0.8766
2721204094,1,2868333058,0.8138
2721204094,2,2727113773,0.7675
2721204094,3,2727113773,0.7675
2721204094,4,2608654636,0.7609
2721204094,5,2608654636,0.7609
2721204094,6,2531608294,0.7483
2721204094,7,2531608294,0.7483
2721204094,8,2640810765,0.7449
2721204094,9,2640810765,0.7449
2721204094,10,2727406384,0.7308
2872712457,1,2870246288,0.9103
2872712457,2,2497057556,0.8329
2872712457,3,2869969709,0.7608
2872712457,4,2735743029,0.7494
2872712457,5,2596766049,0.7299
2872712457,6,2727253443,0.6941
2872712457,7,2727253443,0.6941
2872712457,8,2870494319,0.6788
2872712457,9,2718062006,0.6771
2872712457,10,2727838065,0.6753
2597274854,1,2595078582,0.8376
2597274854,2,2595078582,0.8376
2597274854,3,2595078582,0.8376
2597274854,4,2737844790,0.8342
2597274854,5,2451028608,0.8188
2597274854,6,2451028608,0.8188
2597274854,7,2451028608,0.8188
2597274854,8,2713316510,0.8172
2597274854,9,2713316510,0.8172
2597274854,10,2713316510,0.8172
2692075272,1,2734246624,0.8773
2692075272,2,2733712355,0.8279
2692075272,3,2689849060,0.8181
2692075272,4,2869723929,0.8132
2692075272,5,2724628324,0.8102
2692075272,6,2876552474,0.7981
2692075272,7,2876552474,0.7981
2692075272,8,2713316510,0.7957
2692075272,9,2713316510,0.7957
2692075272,10,2713316510,0.7957
2736114219,1,2727853003,0.8664
2736114219,2,2735343369,0.8333
2736114219,3,2735343369,0.8333
2736114219,4,2718465183,0.8248
2736114219,5,2738355870,0.8206
2736114219,6,2708057996,0.8138
2736114219,7,2708057996,0.8138
2736114219,8,2873197321,0.8132
2736114219,9,2595588329,0.8094
2736114219,10,2734504687,0.8047
2735743029,1,2497057556,0.7814
2735743029,2,2872712457,0.7494
2735743029,3,2869969709,0.7393
2735743029,4,2870246288,0.7356
2735743029,5,2720235511,0.7293
2735743029,6,2640810782,0.7206
2735743029,7,2727838065,0.7047
2735743029,8,2727253443,0.6889
2735743029,9,2727253443,0.6889
2735743029,10,2692100159,0.6823
2735269679,1,2739199164,0.886
2735269679,2,2713511551,0.797
2735269679,3,2713511551,0.797
2735269679,4,2712753851,0.7697
2735269679,5,2712753851,0.7697
2735269679,6,2712753851,0.7697
2735269679,7,2595588274,0.71
2735269679,8,2595588274,0.71
2735269679,9,2595588274,0.71
2735269679,10,2450711978,0.6995
2735732232,1,2713170523,0.6249
2735732232,2,2596535772,0.6211
2735732232,3,2738184715,0.6155
2735732232,4,2728235977,0.6138
2735732232,5,2728235977,0.6138
2735732232,6,2728235977,0.6138
2735732232,7,2870561809,0.6115
2735732232,8,2870561809,0.6115
2735732232,9,2730276318,0.6104
2735732232,10,2730276318,0.6104
2738343066,1,2526307947,0.8122
2738343066,2,2526307947,0.8122
2738343066,3,2597470182,0.7713
2738343066,4,2597470182,0.7713
2738343066,5,2870028653,0.7661
2738343066,6,2738184689,0.758
2738343066,7,2718813925,0.7429
2738343066,8,2718813925,0.7429
2738343066,9,2714161522,0.7398
2738343066,10,2706416023,0.7298
2723191531,1,2729027471,0.8602
2723191531,2,2610687072,0.8295
2723191531,3,2709139077,0.8271
2723191531,4,2685503399,0.8241
2723191531,5,2692305271,0.8234
2723191531,6,2854137643,0.8147
2723191531,7,2596882109,0.811
2723191531,8,2596882109,0.811
2723191531,9,2596882109,0.811
2723191531,10,2712907289,0.8087
2738905776,1,2727978242,0.9062
2738905776,2,2873524494,0.8459
2738905776,3,2873524494,0.8459
2738905776,4,2871635181,0.808
2738905776,5,2871635181,0.808
2738905776,6,2452037940,0.7672
2738905776,7,2594465518,0.7266
2738905776,8,2737702132,0.7251
2738905776,9,2727703749,0.7018
2738905776,10,2707285431,0.698
2713436501,1,2720035606,0.8544
2713436501,2,2651563721,0.8365
2713436501,3,2651563721,0.8365
2713436501,4,2870028609,0.8323
2713436501,5,2873752227,0.8208
2713436501,6,2868676637,0.81
2713436501,7,2646318767,0.8004
2713436501,8,2726481773,0.7973
2713436501,9,2713749564,0.7869
2713436501,10,2713749564,0.7869
2739317018,1,2713398216,0.9027
2739317018,2,2713398216,0.9027
2739317018,3,2713398216,0.9027
2739317018,4,2733712746,0.7052
2739317018,5,2733712746,0.7052
2739317018,6,2733712746,0.7052
2739317018,7,2737552159,0.7002
2739317018,8,2872534704,0.6985
2739317018,9,2613089341,0.6983
2739317018,10,2737410731,0.6874
2738265966,1,2874808499,0.6631
2738265966,2,2686441534,0.6592
2738265966,3,2686441534,0.6592
2738265966,4,2738142738,0.6578
2738265966,5,2451028508,0.6481
2738265966,6,2712810139,0.6326
2738265966,7,2733712513,0.631
2738265966,8,2733712513,0.631
2738265966,9,2720035639,0.6276
2738265966,10,2720035639,0.6276
2738704038,1,2727703751,0.7882
2738704038,2,2720214320,0.7752
2738704038,3,2738142746,0.7655
2738704038,4,2737629776,0.7578
2738704038,5,2737581734,0.7571
2738704038,6,2727253465,0.7559
2738704038,7,2727253465,0.7559
2738704038,8,2738587567,0.7508
2738704038,9,2738587567,0.7508
2738704038,10,2870848771,0.7492
2870613149,1,2642153143,0.8028
