thesis_id,rank,neighbor_id,cosine_similarity
2599155497,10,2727253545,0.9998
2521332013,1,2734350192,0.762
2521332013,2,2734350192,0.762
2521332013,3,2734350192,0.762
2521332013,4,2595004887,0.7163
2521332013,5,2729836718,0.7098
2521332013,6,2729836718,0.7098
2521332013,7,2712810234,0.7069
2521332013,8,2712810234,0.7069
2521332013,9,2597481476,0.6861
2521332013,10,2597481476,0.6861
2692305273,1,2727401390,0.7316
2692305273,2,2727401390,0.7316
2692305273,3,2604951793,0.7238
2692305273,4,2604951793,0.7238
2692305273,5,2873407788,0.7224
2692305273,6,2686111660,0.7017
2692305273,7,2737226899,0.7002
2692305273,8,2737226899,0.7002
2692305273,9,2737226899,0.7002
2692305273,10,2872712847,0.6957
2707790622,1,2496058612,0.8725
2707790622,2,2731495415,0.8585
2707790622,3,2737702151,0.857
2707790622,4,2737702151,0.857
2707790622,5,2708656362,0.8407
2707790622,6,2738459419,0.8387
2707790622,7,2739746890,0.8383
2707790622,8,2870200788,0.8356
2707790622,9,2872712936,0.8336
2707790622,10,2872712936,0.8336
2720571538,1,2693242800,0.8251
2720571538,2,2693242800,0.8251
2720571538,3,2874838653,0.8088
2720571538,4,2723191278,0.8034
2720571538,5,2872735252,0.7977
2720571538,6,2872735252,0.7977
2720571538,7,2735671695,0.7945
2720571538,8,2735671695,0.7945
2720571538,9,2868333021,0.7448
2720571538,10,2453338089,0.7281
2596798858,1,2727903519,0.8686
2596798858,2,2727903519,0.8686
2596798858,3,2685833052,0.8252
2596798858,4,2685833052,0.8252
2596798858,5,2665996692,0.7948
2596798858,6,2665996692,0.7948
2596798858,7,2665996692,0.7948
2596798858,8,2728897653,0.785
2596798858,9,2727978250,0.7834
2596798858,10,2727978250,0.7834
2720010165,1,2451153129,0.8909
2720010165,2,2713228016,0.8878
2720010165,3,2713228016,0.8878
2720010165,4,2692100169,0.8691
2720010165,5,2692100169,0.8691
2720010165,6,2692266789,0.8664
2720010165,7,2692266789,0.8664
2720010165,8,2872350109,0.8612
2720010165,9,2872350109,0.8612
2720010165,10,2869723735,0.8542
2727113778,1,2877501844,0.7836
2727113778,2,2877501844,0.7836
2727113778,3,2877501844,0.7836
2727113778,4,2870857987,0.7506
2727113778,5,2595776870,0.7416
2727113778,6,2737629770,0.729
2727113778,7,2735320284,0.7049
2727113778,8,2545628064,0.7045
2727113778,9,2545628064,0.7045
2727113778,10,2727978265,0.7028
2720474371,1,2872571929,0.6355
2720474371,2,2872571929,0.6355
2720474371,3,2451028901,0.6085
2720474371,4,2686634722,0.6058
2720474371,5,2873041370,0.589
2720474371,6,2873041370,0.589
2720474371,7,2873205565,0.5861
2720474371,8,2873205565,0.5861
2720474371,9,2872641661,0.5767
2720474371,10,2451028612,0.5764
2451028879,1,2450741792,0.7789
2451028879,2,2693468671,0.7753
2451028879,3,2727348770,0.7302
2451028879,4,2712912876,0.6675
2451028879,5,2712912876,0.6675
2451028879,6,2712912876,0.6675
2451028879,7,2873503252,0.6649
2451028879,8,2737859066,0.6617
2451028879,9,2712907369,0.6552
2451028879,10,2713749578,0.6433
2525333370,1,2451028608,0.7692
2525333370,2,2451028608,0.7692
2525333370,3,2451028608,0.7692
2525333370,4,2720821146,0.7421
2525333370,5,2723841148,0.7304
2525333370,6,2723841148,0.7304
2525333370,7,2691894006,0.7292
2525333370,8,2651563676,0.7278
2525333370,9,2693186881,0.7209
2525333370,10,2737859130,0.7098
2698793524,1,2787991380,0.7765
2698793524,2,2873524616,0.7577
2698793524,3,2727253381,0.7215
2698793524,4,2735550004,0.7162
2698793524,5,2727253470,0.7116
2698793524,6,2451229717,0.6809
2698793524,7,2451229717,0.6809
2698793524,8,2712912844,0.6805
2698793524,9,2739600995,0.6692
2698793524,10,2739600995,0.6692
2453440080,1,2873308042,0.6619
2453440080,2,2873308042,0.6619
2453440080,3,2531373601,0.6341
2453440080,4,2692166113,0.6175
2453440080,5,2692166113,0.6175
2453440080,6,2723191640,0.6127
2453440080,7,2723191640,0.6127
2453440080,8,2713316488,0.6082
2453440080,9,2738218194,0.606
2453440080,10,2718824972,0.5965
2598891015,1,2452032995,0.8378
2598891015,2,2707790554,0.8279
2598891015,3,2451229721,0.759
2598891015,4,2451229721,0.759
2598891015,5,2737844785,0.7407
2598891015,6,2707790559,0.734
2598891015,7,2708800910,0.7263
2598891015,8,2708800910,0.7263
2598891015,9,2612047686,0.7212
2598891015,10,2612047686,0.7212
2447532028,1,2713316526,0.7065
2447532028,2,2720125368,0.6934
2447532028,3,2691222107,0.6693
2447532028,4,2712779026,0.6618
2447532028,5,2692725916,0.6563
2447532028,6,2463189276,0.6552
2447532028,7,2463189276,0.6552
2447532028,8,2463189276,0.6552
2447532028,9,2688161526,0.6408
2447532028,10,2733712745,0.6301
2734506152,1,2452682699,0.7319
2734506152,2,2450280338,0.7045
2734506152,3,2450280338,0.7045
2734506152,4,2713316523,0.6977
2734506152,5,2713316523,0.6977
2734506152,6,2713316523,0.6977
2734506152,7,2720010055,0.6906
2734506152,8,2720010055,0.6906
2734506152,9,2872567217,0.6764
2734506152,10,2873797257,0.6729
2738217900,1,2737905507,0.7853
2738217900,2,2526479045,0.768
2738217900,3,2526479045,0.768
2738217900,4,2526479045,0.768
2738217900,5,2876148492,0.7576
2738217900,6,2876148492,0.7576
2738217900,7,2728315454,0.7423
2738217900,8,2727253532,0.7253
2738217900,9,2453314484,0.7223
2738217900,10,2686909189,0.7011
2737949238,1,2452825565,0.9039
2737949238,2,2452825565,0.9039
2737949238,3,2739399234,0.8522
2737949238,4,2739399234,0.8522
2737949238,5,2873041030,0.838
2737949238,6,2870214648,0.8359
2737949238,7,2872727211,0.8224
2737949238,8,2874113073,0.8093
2737949238,9,2872641132,0.8071
2737949238,10,2455566973,0.8019
2738275878,1,2720448361,0.8364
2738275878,2,2872285419,0.7997
2738275878,3,2872567086,0.7984
2738275878,4,2728303070,0.7955
2738275878,5,2728303070,0.7955
2738275878,6,2873041209,0.7946
2738275878,7,2873041209,0.7946
2738275878,8,2692100303,0.7592
2738275878,9,2691264801,0.7497
2738275878,10,2691264801,0.7497
2626729798,1,2511701152,0.7266
2626729798,2,2642152891,0.6968
2626729798,3,2642152891,0.6968
2626729798,4,2642152891,0.6968
2626729798,5,2451029065,0.6889
2626729798,6,2451029065,0.6889
2626729798,7,2727516916,0.6658
2626729798,8,2733711993,0.6287
2626729798,9,2730533264,0.6181
2626729798,10,2597470190,0.609
2737629770,1,2612047688,0.7729
2737629770,2,2727978265,0.7585
2737629770,3,2727978265,0.7585
2737629770,4,2692100165,0.7449
2737629770,5,2727113778,0.729
2737629770,6,2595488044,0.7264
2737629770,7,2693203824,0.7263
2737629770,8,2693203824,0.7263
2737629770,9,2720010569,0.7227
2737629770,10,2691928251,0.716
2707790640,1,2720010463,0.9329
2707790640,2,2720010463,0.9329
2707790640,3,2692804506,0.9247
2707790640,4,2451028912,0.7848
2707790640,5,2692725925,0.7744
2707790640,6,2873337618,0.7451
2707790640,7,2873337618,0.7451
2707790640,8,2737925874,0.7383
2707790640,9,2735343444,0.721
2707790640,10,2735343444,0.721
2712810253,1,2691928366,0.8054
2712810253,2,2707790628,0.7488
2712810253,3,2738142747,0.7001
2712810253,4,2495783681,0.6999
2712810253,5,2713358282,0.6985
2712810253,6,2708496516,0.6907
2712810253,7,2692100440,0.6838
