"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub|third_party";"Depatment of Systems Biology, Technical University of Denmark|Novozymes A/S|Department of Systems Biology, Technical University of Denmark";"2022-01-03T18:57:01.142Z";"Krzystanek, Marcin";"";"2392816485";"";"";"2008";"";"";"";"";"thesis";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e3385010df4c820fe5f0";"";"5a02e3385010df4c820fe5f0";"";"etd";"etd";"Fur regulon in Bacillus licheniformis"
"";"dtu|dtupub|third_party";"[affiliation name could not be established]|Automation, Ørsted DTU, Technical University of Denmark|[affiliation unknown]";"2022-01-03T18:56:54.623Z";"Landwear, David|Jantzen, Jan";"";"2392816146";"";"";"2001";"";"";"";"";"thesis";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e3315010df4c820fe49b";"";"5a02e3315010df4c820fe49b";"";"etd";"etd";"Web Based Pap-Smear Classification"
"";"dtu|dtupub|third_party";"[affiliation name could not be established]|Institut for Planlægning, Innovation og Ledelse, Danmarks Tekniske Universitet|[affiliation unknown]";"2022-01-03T18:57:03.103Z";"Cordtz, Ida Hørlyk|Bruun, Camilla Keller";"";"2392816680";"";"";"2006";"";"";"";"";"thesis";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e33c5010df4c820fe6b2";"";"5a02e33c5010df4c820fe6b2";"";"etd";"etd";"Service Management: Kvalitet og Kompetancer: fortrolig"
"";"dtu|dtupub|third_party";"Ørsted•DTU, Technical University of Denmark";"2022-01-03T18:57:26.642Z";"Gammelmark, Kim";"";"2392818373";"";"";"2001";"";"";"";"";"thesis";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e35c5010df4c820fed57";"";"5a02e35c5010df4c820fed57";"";"etd";"etd";"Multi-element synthetic transmit aperture imaging using temporal encoding"
"This thesis analyzes the modelling of visual cognitive representations based on extracting cognitive components from the MNIST dataset of handwritten digits using simple unsupervised linear and non-linear matrix factorizations both non-negative and unconstrained based on gradient descent learning.  We introduce two different classes of generative models for modelling the cognitive data: Mixture Models and Deep Network Models. Mixture models based on K-Means, Guassian and factor analyzer kernel functions are presented as simple generative models in a general framework. From simulations we analyze the generative properties of these models and show how they render insufficient to proper model the complex distribution of the visual cognitive data.  Motivated by the introduction of deep belief nets by Hinton et al. [12] we propose a simpler generative deep network model based on cognitive components. A theoretical framework is presented as individual modules for building a generative hierarchical network model.  We analyze the performance in terms of classification and generation of MNIST digits and show how our simplifications compared to Hinton et al. [12] leads to degraded performance. In this respect we outline the differences and conjecture obvious improvements.";"dtu|dtupub|third_party";"Intelligent Signal Processing, Informatics and Mathematical Modelling, Technical University of Denmark";"2022-01-03T18:57:02.933Z";"Arngren, Morten";"";"2392816615";"";"dtu";"2007";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Cognitive Component Analysis|Generative Models|Matrix Factorization|Mixture Models|EM-algorithm|Deep Network models";"Cognitive Component Analysis|Deep Network models|EM-algorithm|Generative Models|Matrix Factorization|Mixture Models";"Cognitive Component Analysis|Generative Models|Matrix Factorization|Mixture Models|EM-algorithm|Deep Network models";"und";"5a02e33a5010df4c820fe671";"";"5a02e33a5010df4c820fe671";"";"etd";"etd";"Modelling cognitive representations"
"It is a challenge to operate in today’s increasingly competitive airline market. A problem many airlines are facing is that of fluctuating passenger demand and that the schedule and assigned aircraft capacity do not always coincide with the demand. To approach this challenge, we present a Dynamic Airline Scheduling (DAS) model developed by Jiang (2006), which changes the departure times slightly (called retiming) and reassigns the aircraft types (called refleeting) to adapt the schedule and capacity to better demand forecasts. We extend the work of Jiang (2006) in three main ways. We have more realistic data available, we perform many enhancements to the modeling of the problem, and we carry out new experiments. The data we have available is actual forecast, schedule, cost and crew data from Scandinavian Airlines. The enhancements to the modeling we make are, among others, improvements of the cost function, more realistic aircraft turning times, and better modeling of passengers preferred departure times. Our main experiment is analyzing when to perform DAS, where we use 9 different optimization points and test for 7 days in a week. We also present four special scenarios and we analyze the impact on crew pairings when performing DAS close to departure. The results show a significant increase in profit when using DAS and that the largest potential is close to departure. Also, we show that crew must be taken into consideration if performing DAS at this stage.";"dtu|dtupub|third_party";"[affiliation name could not be established]|Department of Transport, Technical University of Denmark|Logistics & ITS, Department of Transport, Technical University of Denmark|[affiliation unknown]";"2022-01-03T18:56:49.420Z";"Hansen, Troels Gotsæd|Warburg, Valdemar|Larsen, Allan";"";"2392815797";"";"dtu";"2007";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e32a5010df4c820fe33c";"";"5a02e32a5010df4c820fe33c";"";"etd";"etd";"Dynamic Airline Scheduling: Analyses, Enhancements and Experiments"
"This thesis is concerned with the topic of digital control of the power stage of a Class D amplifier with digital input. The thesis contains an examination of the error sources in the analog power stage, where the main contributors to distortion are identified. The analog control system for digital class D amplifiers, PEDEC, is explained, and it's influence on the amplifiers performance is shown. The two digital modulation forms dAIM and WPWM are described. The quantization noise caused by ¢§ modulation is  examined as both modulators contain elements of the [ ] modulator. A Simulink model is implemented in MATLAB, to allow for simulation of modulator and power stage. This model is verified against existing real amplifiers, and serves as a simulation platform for development of control systems. The demands on digital control systems is determined in terms of allowable delay and required bandwidth. Two forms of feedback are discussed and implemented in Simulink, using the previous designed amplifier model. The first model is with a simple feedback of timing information, while the second is with feedback of amplitude information as well. The second is designed by discretizing the analog control system PEDEC. In Danish: Denne rapport omhandler emnet digital regulering af effekttrinnet i en klasse D forstærker med digitalt input. Rapporten indeholder en gennemgang af fejl-kilderne i det analoge effekttrin, og de største bidragydere til forvrænging bliver identificerede. Det analoge reguleringssystem, PEDEC, til digitale klasse D forstærker er forklaret, og der er redegjort for dets inflydelse på forstærkerens performance. De to digitale modulationsmetoder dAIM og WPWM bliver beskrevet. Da begge modulatorer indeholder elementer af [ ] modulatoren er kvantiserings- støjen forårsaget af denne modulering blevet undersøgt. En Simulink model er blevet implementeret i MATLAB for at kunne simulere både modulator og effekttrin. Denne model er blevet sammenlignet med virkelige forstærkere og tjener som evalueringsgrundlag for test af reguleringssystemer. Kravene til et digitalt reguleringssystem bliver bestemt udfra den krævede båndbredde, og den tilladelige forsinkelse. To forskellige feedback metoder bliver diskuteret, og bliver ved hjælp af den designede forstærkermodel implementeret i Simulink. Den første model anvender et simpelt feedback af timinginformation. Den anden model anvender et feedback af amplitudeinformation. Reguleringssystemet i det andet system er skabt ved at diskretisere det analoge system PEDEC.";"dtu|dtupub|third_party";"[affiliation name could not be established]|Department of Informatics and Mathematical Modeling, Technical University of Denmark|[affiliation unknown]";"2022-01-03T18:56:49.292Z";"Rasmussen, Crilles Bak";"";"2392815765";"";"dtu";"2004";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e32a5010df4c820fe31c";"";"5a02e32a5010df4c820fe31c";"Department of Informatics and Mathematical Modeling, Technical University of Denmark, DTU";"etd";"etd";"Hydrid Digital-Analog Feedback Audio Amplifiers"
"The aim of this master's thesis is to construct 3D models of human skulls intended for investigation of skull fractures in forensic practice. Six models of the upper part of the skull bone were created from CT scans of humans and imported into the nite element software Abaqus. To model the propagation of a fracture, the extended nite element method was used, with damage for traction separation laws and maximum nominal stress as the damage criterion. Damage evolution was dened by energy. The models were used to investigate variations in the mechanical response between dierent skulls, to determine, if it is necessary to construct a specic model for each skull. Large dierences in the stiness of the skulls were found, but also the pattern of the damaged region varied. A parametric study showed, that the response of the models depend on the fracture energy and the nominal stresses. An increase in the fracture energy, reduce the size of the region of damage, as well as the severity of the damage. Changes in the nominal stresses had a huge eect on the models. By increasing all three of the nominal stress, the size of the fracture is reduced, while a decrease in the nominal stresses results in excessive damage. A change in one of the nominal stresses, may relocate the region of damage to other elements at the top of the skull. Further improvements of the models are needed, before they can be used in forensic practice. This also includes a validation of the models.";"dtu|dtupub|third_party";"Materials Research Division, Risø National Laboratory for Sustainable Energy, Technical University of Denmark";"2022-01-03T18:56:46.916Z";"Skytte, Tina Lercke";"";"2392815659";"";"dtu";"2010";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Materialer og energilagring|Materials and energy storage|Lette stærke materialer til energiformål|Light strong materials for energy purposes";"Lette stærke materialer til energiformål|Light strong materials for energy purposes|Materialer og energilagring|Materials and energy storage";"Materialer og energilagring|Materials and energy storage|Lette stærke materialer til energiformål|Light strong materials for energy purposes";"und";"5a02e3285010df4c820fe2b1";"";"5a02e3285010df4c820fe2b1";"Danmarks Tekniske Universitet, Risø Nationallaboratoriet for Bæredygtig Energi";"etd";"etd";"Forensic Finite Element Simulation of Skull Fracture"
"Dependable systems are more and more expected to operate in dynamic environments to deal with the new problems and tasks. One way of achieving the flexibility of the system is to use dynamic reconfiguration. A system can be implemented as a collection of configurations, where each configuration can be optimized for each service. Therefore, dynamic reconfiguration can provide maximum exibility of the system by replacing one configuration by another at runtime. Furthermore, it makes the system more dependable because the overall architecture of the system has not been changed by adding or removing configurations. However the problem of interferences between the old and the new configurations needs to be addressed. The purpose of our research is to design, model, verify and implement a case study involving the reconfiguration of an office workflow for order processing, based on the requirements on a system implementing the work ow and its reconfiguration. In this thesis, we design a system for an example of an office workflow using the Business Process Modeling Notation (BPMN), which is a widely used graphical tool for designing business processes. Applications that provide specific business functions are being exposed as Web services. These services are reusable components that can build business processes. In order to facilitate the design of business processes, Business Process Execution Language (BPEL) is used. BPEL is an XML-based work ow language that uses basic and structured activities to describe the logic of a business process. We present and discuss a mapping from BPMN model to BPEL process based on the identication of patterns of BPMN fragments which can be directly mapped onto BPEL code. We also use an automatic tool to do the same translation and try to find the differences between these two mapping ways. In this work, we investigate also whether or not the design will meet the reconfiguration requirements and discuss the strengths and weaknesses of BPEL in modeling dynamic reconfiguration. We include with a discussion of an alternative design and motivate why we find the alternative less suitable for this project. This thesis has been developed in the context of an international research collaboration on ""Evaluation of Formalisms for Dynamic Reconfiguration of an Office Workflow: Design, Modeling, Analysis and Implementation"" among Embedded Systems Engineering Section, DTU Informatics, Technical University of Denmark (DTU) , and Reconfiguration Interest Group at Newcastle University, Newcastle upon Tyne, UK, and CRAC Laboratory at Ecole Polytechnique de Montreal, Montreal, Canada, and Department of Computer Science and System Engineering, Faculty of Engineering (CPS) , University of Zaragoza. The joint project focuses on design, modeling, analysis and implementation of an office work flow case study, in particular, on evaluating several well-known formalisms for their suitability for reconfigurable dependable systems. This thesis has mainly accomplished the design and implementation of the case study and its reconfiguration. Preliminary results of the project have been submitted to the 13th International Conference on Coordinating Models and Languages (COORDINATION'2011). The submitted paper is included in Appendix A.";"dtu|dtupub|third_party";"[affiliation name could not be established]|Embedded Systems Engineering, Department of Informatics and Mathematical Modeling, Technical University of Denmark|[affiliation unknown]";"2022-01-03T18:56:58.583Z";"Zhou, Mu";"";"2392816344";"";"dtu";"2011";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e3355010df4c820fe563";"";"5a02e3355010df4c820fe563";"Technical University of Denmark (DTU)";"etd";"etd";"A Case Study of Workflow Reconguration: Design and Implementation"
"";"dtu|dtupub|third_party";"CHEC Research Centre, Department of Chemical Engineering, Technical University of Denmark";"2022-01-03T18:56:56.094Z";"Jacobsen, Simon";"";"2392816173";"";"";"2005";"";"";"";"";"thesis";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5a02e3325010df4c820fe4b5";"";"5a02e3325010df4c820fe4b5";"";"etd";"etd";"Mechanical Properties of anticorrosive coatings"
