"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:14:48.010Z";"Fang, Fang";"";"2292740381";"";"dtu";"2013";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"und";"56d754cbbf1945510200134a";"";"56d754cbbf1945510200134a";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Simulation and impact studies of Ecogrid EU reserve|Simulation and impact studies of Ecogrid EU reserve"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:52.012Z";"Strange, Josephine Elizabeth Støttrup";"";"2595422394";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5f1ac231d9001d016b4e1fa4";"";"5f1ac231d9001d016b4e1fa4";"DTU DTU National Food Institute";"sorbit";"sorbit";"Metagenomics analysis of bacteriophages from global urban sewage|Metagenomisk analyse af bakteriofager fra verdensomspændende byspildevand"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:16:31.630Z";"Mahmood, Rashid";"";"2437946127";"";"dtu";"2018";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5b5467795010df0180324a1e";"";"5b5467795010df0180324a1e";"DTU Department of Technology, Management and Economics";"sorbit";"sorbit";"Telemedical system for monitoring of oxygen levels in homecare patients with COPD|Telemedicinsk system til overvagning af iltniveauet hos hjemmeilt patienter i hjemmet"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:36.063Z";"Shyam, Pranjay";"";"2435910184";"";"dtu";"2018";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5b28e4d35010df01832c06e6";"";"5b28e4d35010df01832c06e6";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Object detection and tracking for autonomous vehicles|Objekt detektering og tracking for autonome køretøjer"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:06:30.724Z";"Hauser, Sabrina Elisabeth";"";"2292745067";"";"dtu";"2011";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"gæst udl.";"gæst udl.";"gæst udl.";"und";"56d754ebbf194551020022d4";"";"56d754ebbf194551020022d4";"DTU Department of Environmental and Resource Engineering";"sorbit";"sorbit";"""The Use of Organic Solvents in Ecotoxicity Tests""|Anvendelse af opløsningsmidler i økotoksicitetstests"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:07:03.250Z";"Pedersen, Christoffer Mølleskov";"";"2305618585";"";"dtu";"2011";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Fysik og nanotek.|Master of Science in Engineering|Master of Science in Physics and Nanotechnology|kandidat";"Fysik og nanotek.|Master of Science in Engineering|Master of Science in Physics and Nanotechnology|kandidat";"Fysik og nanotek.|Master of Science in Engineering|Master of Science in Physics and Nanotechnology|kandidat";"und";"575e93e3e6f951534a000fbd";"";"575e93e3e6f951534a000fbd";"DTU Department of Micro- and Nanotechnology";"sorbit";"sorbit";"Design and Fabrication of a Nonlinear MEMS Based Energy Harvester|Design og fabrikation af en ikke-lineær MEMS baseret energihøster"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:14:03.464Z";"Pozzi, Matias";"";"2292743318";"";"dtu";"2012";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"Elektrotek.|Master of Science in Electrical Engineering|Master of Science in Engineering|kandidat";"und";"56d754ddbf19455102001c9d";"";"56d754ddbf19455102001c9d";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Optimization of HTS field windings for future HTS wind turbines|Optimization of HTS field windings for future HTS wind turbines"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:55:11.923Z";"Kaur, Gursharan";"";"2467766059";"";"dtu";"2019";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5db97e1ed9001d015f172113";"";"5db97e1ed9001d015f172113";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Sequence Domain Harmonic Modeling of VSC-HVDC for SSR-Studies|Modelering af harmoniske I sekvens domænet for VSC-HVDC konverterer til studie af sub synkrone resonanser"
"";"dtu|dtupub|third_party";"";"2022-01-11T08:43:43.304Z";"Mortensen, Sara Refsgaard";"";"2352466053";"";"dtu";"2017";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"Anvendt kemi|Master of Science in Advanced and Applied Chemistry|Master of Science in Engineering|kandidat";"Anvendt kemi|Master of Science in Advanced and Applied Chemistry|Master of Science in Engineering|kandidat";"Anvendt kemi|Master of Science in Advanced and Applied Chemistry|Master of Science in Engineering|kandidat";"und";"58b031c05010df6ac5292d13";"";"58b031c05010df6ac5292d13";"DTU Department of Chemical and Biochemical Engineering";"sorbit";"sorbit";"Hydrophilic polyesters by enzymatic polymerization and their application in hydrogels as enzyme supports|Hydrofile polyestre fremstillet ved enzymatisk polymerisation og anvendelsen af disse i hydrogeler som supportmaterialer for enzymer"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:29.004Z";"Badstue, Mathias|Knudsen, Frederik Sebastian";"";"2692726073";"";"dtu";"2021";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"611a47acd9001d016230a8f7";"";"611a47acd9001d016230a8f7";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Recognition of Glass Vials in an Automated bin-picking System|Genkendelse af hætteglas i et automatisk bin-picking system"
