"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"Originally dedicated to the characterization of the material surface properties for processes involving extended workpieces such as tube drawing, the upsetting- sliding test involves a circular cross- section indenter which creates a localized plastic strain by sliding with a given penetration along a generator line of a specimen. The mechanical characteristics of the indenter are the same as those of the tool in the fullscale problem, and the specimen is directly extracted from the workpiece or from the target part of the production plant. An analysis of the upsetting phase of the test is proposed to identify the specimen bulk properties in the near- surface. The stress- strain curve of the specimen is averaged by a Ludwik’s model. A dichotomizing search is involved to compute the most suitable Ludwik’s parameters by minimizing the error made between experimental results and elastoplastic finite element computations. Identifications carried out on a 1522 annealed steel specimen accurately determined the bulk behavior.";"dtupub";"";"2022-01-07T18:01:23.205Z";"Dubois, A|Dubar, L|Picart, P|Oudin, J";"";"2500574536";"";"dtu";"1996";"";"10.1007/BF02646908";"";"";"article";"dtu|dtu_electronic|dtu_printed|dtupub_printed";"";"";"";"6";"";"";"734-742";"";"Journal of Materials Engineering and Performance|Journal of Materials Engineering and Performance|J Mat Eng P|J Mater Eng Perform|J. Mater. Eng. Perform|Journal of Materials Engineering and Performance";"J Mat Eng P|J Mater Eng Perform|J. Mater. Eng. Perform|Journal of Materials Engineering and Performance";"10599495|000103|000005|000006|000000";"5";"";"Characterization and Evaluation of Materials|Chemistry|Engineering Design|Materials Science|Quality Control, Reliability, Safety and Risk|Tribology, Corrosion and Coatings|Ludwik’s model|bulk behavior determination|elastoplastic finite element analysis|steel forming processes|surface vicinity|upsetting-sliding test";"Characterization and Evaluation of Materials|Chemistry|Engineering Design|Ludwik’s model|Materials Science|Quality Control, Reliability, Safety and Risk|Tribology, Corrosion and Coatings|bulk behavior determination|elastoplastic finite element analysis|steel forming processes|surface vicinity|upsetting-sliding test";"Characterization and Evaluation of Materials|Chemistry|Engineering Design|Materials Science|Quality Control, Reliability, Safety and Risk|Tribology, Corrosion and Coatings|Ludwik’s model|bulk behavior determination|elastoplastic finite element analysis|steel forming processes|surface vicinity|upsetting-sliding test";"eng";"54859750d408026458062545|61b623f8bccb95a12cdbf12e|5c544cbdd9001d02b2465d19";"";"61b623f8bccb95a12cdbf12e";"Springer-Verlag";"springer|nature|crossref";"springer|nature|crossref";"Identification of the bulk behavior in the near-contact-surface of steel workpieces"
"";"dtupub";"";"2022-01-09T20:52:51.179Z";"GREGORY, CHRIS";"";"2563109556";"";"dtu";"2013";"";"10.14318/hau3.1.007";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"1";"";"";"116-139";"";"Hau: Journal of Ethnographic Theory|Hau-journal of Ethnographic Theory|Hau: Journal of Ethnographic Theory";"Hau-journal of Ethnographic Theory|Hau: Journal of Ethnographic Theory";"25751433|000086|000003|000001|000000";"3";"";"";"";"";"eng";"5cbef09ed9001d01a4c379b5";"";"5cbef09ed9001d01a4c379b5";"";"crossref";"crossref";"The value question in India"
"";"dtupub";"Flinders University, South Australia|James Cook University, Queensland|Oregon State University, Oregon";"2022-01-04T00:39:06.954Z";"Morey, Stephanie A.|Thomas, Nicole A.|McCarley, Jason S.";"";"2439673526";"";"dtu";"2018";"";"10.1177/1541931218621476";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"1";"";"";"661-665";"";"Proceedings of the Human Factors and Ergonomics Society Annual Meeting|Proceedings of the Human Factors and Ergonomics Society Annual Meeting|Human Factors and Ergonomics Society Annual Meeting Proceedings|Proceedings of the Human Factors and Ergonomics Society ... Annual Meeting";"Human Factors and Ergonomics Society Annual Meeting Proceedings|Proceedings of the Human Factors and Ergonomics Society ... Annual Meeting|Proceedings of the Human Factors and Ergonomics Society Annual Meeting";"15419312|000081|000062|000001|000000";"62";"";"";"";"";"eng";"5c2618b0d9001d01a3296364";"";"5c2618b0d9001d01a3296364";"";"crossref";"crossref";"Dual-Task Redundant-Target Processing: The Case of the Limited Capacity Parallel Model"
"";"dtupub";"Department of Chemistry and International Institute for Nanotechnology, Northwestern University, 2145 Sheridan Road, Evanston, IL 60208-3113, USA.";"2022-01-03T18:14:04.203Z";"Seferos, Dwight S|Giljohann, David A|Rosi, Nathaniel L|Mirkin, Chad A";"";"2570196086";"";"dtu";"2007";"";"10.1002/cbic.200700262";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"11";"";"";"1230-1232|1230-2";"";"Chembiochem|Chembiochem|Chembiochem";"Chembiochem";"14394227|000092|000008|000011|000000";"8";"";"locked nucleic acid|Base Sequence|Humans|Oligonucleotides|Proteins|Oligonucleotides, Antisense|Transition Temperature|Cell Line, Tumor|Nanoparticles";"Base Sequence|Cell Line, Tumor|Humans|Nanoparticles|Oligonucleotides|Oligonucleotides, Antisense|Proteins|Transition Temperature|locked nucleic acid";"locked nucleic acid|Base Sequence|Humans|Oligonucleotides|Proteins|Oligonucleotides, Antisense|Transition Temperature|Cell Line, Tumor|Nanoparticles";"eng";"54b6fe161e45369203481f56|56d757e53709035d0201973b|5c544d2dd9001d02b246656c";"";"54b6fe161e45369203481f56";"WILEY-VCH Verlag";"pubmed|wiley|crossref";"pubmed|wiley|crossref";"Locked nucleic acid-nanoparticle conjugates"
"Freeze-dried cells are accepted and ingested by Brachionus plicatilis and Brachionus rotundiformis in the same way as live cells. B. plicatilis can daily ingest 60–90% of their dry weight, while B. rotundiformis can daily ingest 160% of their dry weight. In B. plicatilis, the relationship between cell concentration and filtration and ingestion rates follows the criterion of energy maximization. As food concentration increases from very low values, both rates rise until an inflexion point is reached. Above this point, the maximum food processing rate could be maintained with filtration rates that decrease progressively, and with ingestion rates that maintain the maximum value reached. In B. rotundiformis, filtration rates decrease steadily while ingestion rates increase rapidly as food concentration increases. Once an inflexion point is reached, further increases in food processing are very slow. Experiment duration is also a factor which significantly influences feeding rates, so that after the first hour filtration and ingestion rates are lower and remain almost constant.";"dtupub";"Instituto de Ciencias Marinas de Andalucı́a (CSIC), Apartado Oficial, 11510-Puerto Real, Cádiz, Spain";"2022-01-09T00:17:40.257Z";"Navarro, Nuria";"";"2404440797";"";"dtu";"1998";"";"10.1016/S0022-0981(98)00220-2";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"1";"";"";"75-87";"";"Journal of Experimental Marine Biology and Ecology|J Exp Mar B|J Exp Mar Bio Ecol|J Exp Mar Biol Ecol|J. Exp. Mar. Biol. Ecol|Journal of Experimental Marine Biology and Ecology";"J Exp Mar B|J Exp Mar Bio Ecol|J Exp Mar Biol Ecol|J. Exp. Mar. Biol. Ecol|Journal of Experimental Marine Biology and Ecology";"00220981|000101|000000|000000|000000";"237";"";"";"";"";"eng";"5cba580ad9001d01a4325699|53a6fbe22ffc4ebc720066b3";"";"53a6fbe22ffc4ebc720066b3";"";"crossref|elsevier";"crossref|elsevier";"Feeding behaviour of the rotifers Brachionus plicatilis and Brachionus rotundiformis with two types of food: live and freeze-dried microalgae"
"";"dtu|dtupub";"";"2022-01-04T05:07:49.545Z";"Mizrahi, Maurice M.";"";"2453766366";"";"";"1983";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"16-16";"";"Phalanx|Phalanx|Phalanx|Phalanx Bulletin of Military Operations Research and Related Sciences";"Phalanx|Phalanx Bulletin of Military Operations Research and Related Sciences";"01951920|000116|000016|000003|000000";"16";"";"";"";"";"eng";"5d7bb7bed9001d01b841a293";"";"5d7bb7bed9001d01b841a293";"Military Operations Research Society";"jstor";"jstor";"HARK & PEER & REPEER"
"";"dtupub";"Academic Department of Surgery, Royal London Hospital, London E1 1BB.";"2022-01-10T11:36:32.543Z";"Durai, Rajaraman|Venkatraman, Ramya";"";"2584581590";"";"";"2006";"";"10.12968/hmed.2006.67.11.22227";"";"";"article";"dtu_external|dtupub_external";"";"";"";"11";"";"";"588-593|588-93";"";"British Journal of Hospital Medicine|British Journal of Hospital Medicine|Br J Hosp Med (lond)|Br J Hosp Med (lond)|Br. J. Hosp. Med|Brit J Hosp Med";"Br J Hosp Med (lond)|Br. J. Hosp. Med|Brit J Hosp Med|British Journal of Hospital Medicine";"17508460|000093|000067|000011|000000";"67";"";"Animals|Animals, Domestic|Autopsy|Bites and Stings|Dog Diseases|Dogs|Humans|Rabies|Rabies Vaccines|Vaccination";"Animals|Animals, Domestic|Autopsy|Bites and Stings|Dog Diseases|Dogs|Humans|Rabies|Rabies Vaccines|Vaccination";"Animals|Animals, Domestic|Autopsy|Bites and Stings|Dog Diseases|Dogs|Humans|Rabies|Rabies Vaccines|Vaccination";"eng";"5cbd7978d9001d01a471b3f7|54b6f3091e45369203446bdb";"";"54b6f3091e45369203446bdb";"";"crossref|pubmed";"crossref|pubmed";"Human rabies and its prevention"
"Os objetivos propostos neste texto são dois: o primeiro é o de examinar as ações do governo municipal no âmbito do processo de industrialização, no setor secundário, e o segundo é o de verificar os delineamentos deste processo para as políticas de qualificação para o trabalho profissional, no contexto das novas formas de trabalho e produção. Estes objetivos partem da hipótese que o processo de industrialização, no setor secundário, no município, se articula com as políticas educacionais de qualificação para o trabalho, cuja centralidade é treinar um novo tipo de trabalhador, com vistas a atender um novo e diversificado mercado de trabalho.";"dtu|dtupub|third_party";"";"2022-01-05T04:13:22.468Z";"Carriello do CARMO, Jefferson";"";"2630307750";"";"dtu";"2013";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"Revista De Educação Pública";"Revista De Educação Pública";"01045962|000086|000000|000000|000000";"";"";"Políticas Educacionais. Trabalho e Educação. Desenvolvimento Econômico.|Education (General)|L7-991|History of education|LA5-2396";"Education (General)|History of education|L7-991|LA5-2396|Políticas Educacionais. Trabalho e Educação. Desenvolvimento Econômico.";"Políticas Educacionais. Trabalho e Educação. Desenvolvimento Econômico.|Education (General)|L7-991|History of education|LA5-2396";"und";"61680ea4d9001d01828025f9";"";"61680ea4d9001d01828025f9";"Universidade Federal de Mato Grosso (UFMT)";"doaj";"doaj";"Industrialização no município de Campo Grande/MS e a educação profissional"
"";"dtu|dtupub|third_party";"";"2022-01-06T23:05:28.293Z";"Pollack, Jerome";"";"2352871670";"";"dtu";"1968";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"11";"";"";"1342-1345";"";"Bulletin of the New York Academy of Medicine|Bulletin of the New York Academy of Medicine|B New York Acad Med|B Ny Ac Med|Bull N Y Acad Med";"B New York Acad Med|B Ny Ac Med|Bull N Y Acad Med|Bulletin of the New York Academy of Medicine";"00287091|000131|000044|000011|000000";"44";"";"";"";"";"und";"56bed462204490a33b082c16";"";"56bed462204490a33b082c16";"";"pubmedc";"pubmedc";"The role of blue cross and insurance companies in insuring group practice*"
"We isolated Vibrio parahaemolyticus from plankton samples collected from different freshwater areas in the vicinity of Calcutta, India. Levels of this organism in association with freshwater plankton were low (less than 90 organisms per g). All of the 16 strains of V. parahaemolyticus isolated in this study were Kanagawa negative, and all except 1 were untypable. The occurrence of V. parahaemolyticus in association with freshwater plankton suggests that adsorption onto plankton may aid the survival of this moderately halophilic organism in freshwater milieus.";"dtu|dtupub|third_party";"";"2022-01-06T23:04:30.081Z";"Sarkar, B L|Nair, G B|Sircar, B K|Pal, S C";"";"2678846988";"";"dtu";"1983";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"1";"";"";"288-290";"";"Applied and Environmental Microbiology|Applied and Environmental Microbiology|Appl Envir|Appl Envir Microbiol|Appl Environ Microb|Appl Environ Microbiol|Appl. Environ. Microbiol";"Appl Envir|Appl Envir Microbiol|Appl Environ Microb|Appl Environ Microbiol|Appl. Environ. Microbiol|Applied and Environmental Microbiology";"00992240|000116|000046|000001|000000";"46";"";"";"";"";"und";"56bad3eb6e545f723102a09a";"";"56bad3eb6e545f723102a09a";"";"pubmedc";"pubmedc";"Incidence and level of Vibrio parahaemolyticus associated with freshwater plankton"
