"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"The aim of this study was to determine the prescription pattern and the safety profile of non-steroidal anti-inflammatory drugs (NSAID), including cyclooxygenase-2 inhibitors (COXIB) in patients with rheumatoid arthritis (RA) under a real life clinical setting. Data was obtained from the EMECAR study, a prospective cohort of randomly selected RA patients (n=789) followed up from 1999 to 2004 in Spain. Upon entry into the cohort, 613 (78%) patients included took or had taken NSAID because of RA. Patients treated with NSAID, compared to those who did not take these compounds, were younger (60 versus 66 years of age) and have had both less cardiovascular (11 versus 20%; p<0.001) and gastric ulcer (11 versus 23%; p<0.001) complications. In the group of patients that used NSAID, RA had been diagnosed earlier (age at onset 47 versus 53; p<0.001) and was more active (DAS28: 4.4 versus 3.7; p<0.001). During follow-up, the percentage of RA patients using NSAID decreased from 78% in year 2000 to 66% in 2004. The use of antiulcer agents increased from 11% in 2000 to 60% in 2004, independently of both the use of classic NSAID or COXIB and the presence of risk factors for NSAID-induced gastropathy. Severe gastric complications and cardiovascular events were infrequent and the incidence was not different between patient who took NSAID and those who did not, as well as between patients treated with classic NSAID or with COXIB. NSAID are commonly used in the management of RA. These compounds are well tolerated and the frequency of severe adverse events attributed to them is relatively low under daily practice conditions in these patients.";"dtupub";"Rheumatology Service, Hospital Universitario de Canarias, Santa Cruz de Tenerife, Spain.";"2022-01-05T12:37:27.595Z";"Ferraz-Amaro, Iván|Machín, Sergio|Carmona, Loreto|González-Alvaro, Isidoro|Díaz-González, Federico|EMECAR, study group";"";"2562607500";"";"dtu";"2009";"";"10.1016/j.reuma.2008.12.015";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"6";"";"";"252-258|252-8";"";"Reumatologia Clinica|Reumatologiá Clinica|Reumatol Clin|Reumatología Clínica En Lugar De Reumatologiá Clinica";"Reumatol Clin|Reumatologia Clinica|Reumatologiá Clinica|Reumatología Clínica En Lugar De Reumatologiá Clinica";"1699258x|000090|000005|000006|000000";"5";"";"";"";"";"eng";"54b727c81e453692035648f6|5c1b8740d9001d01a31a56e8";"";"54b727c81e453692035648f6";"";"pubmed|crossref";"pubmed|crossref";"Pattern of use and safety of non-steroidal anti-inflammatory drugs in rheumatoid arthritis patients. A prospective analysis from clinical practice"
"Hominoid teeth must be capable of resisting cyclic loading, for periods of a few minutes to a couple of hours, 2–3 times a day, over a lifespan of some 20 years. Dental enamel must be able to resist not only abrasive wear, but the tendency to fracture under load. Since dental morphology must be in part an adaptive response to dietary pressures, an approach based on the internal morphology and physical properties of teeth might be fruitful. In this study, we report preliminary findings of a comparative study of the mechanical properties of the enamel of a range of living hominoids and early hominids using Finite Elements Stress Analysis. While sample size must be increased, early findings comparing sectional models using anisotropic enamel indicate that the manner in which stress is dissipated across the cervical region is internally consistent between equivalent teeth in the same species. Early hominid teeth can be distinguished at the genus level, and probably at species level, and suggestive parallels can be drawn between the strength properties of teeth of individual species of early hominids and of individual living hominoid species. Die Zähne der Hominoiden müssen zyklische Belastungen aushalten, die einige Minuten bis zu mehreren Stunden andauern und sich während der gesamten Lebensdauer von mehr als 20 Jahren an jedem Tag 2–3 mal wiederholen. Der Zahnschmelz muß dabei nicht nur dem Abschliff widerstehen, sondern auch der Gefahr des Zusammenbrechens unter der Last. Da die Zahnmorphologie (zumindest teilweise) eine adaptive Antwort auf die Kräfte ist, die während des Kauens auf die Zähne einwirken, sollte ein Verständnis der inneren Struktur über die physikalischen Eigenschaften der Zähne zu erreichen sein. Die vorliegende Studie vergleicht die mechanischen Eigenschaften des Schmelzes bei einer Reihe von lebenden Hominoiden und frühen Hominiden. Sie beruht auf der Finite-Element-Methode; die Ergebnisse sind zunächst nur vorläufig. Obgleich der Stichprobenumfang noch vergrößert werden muß, lassen schon die ersten, an Schnittmodellen unter der Annahme anisotropen Schmelzes gewonnenen Ergebnisse erkennen, daß die Spannungsabtragung in der Zahnkrone bei den entsprechenden Zähnen der jeweiligen Arten in prinzipiell ähnlicher Weise erfolgt. Die Zähne der frühen Hominiden können auf dem Niveau der Gattungen, wahrscheinlich sogar der Arten auseinandergehalten werden, und es zeigen sich suggestive Parallelen zwischen den Festigkeitseigenschaften der Zähne von bestimmten Arten früher Hominider und bestimmten lebenden Hominoidenarten.";"dtupub";"";"2022-01-04T22:07:02.295Z";"Spears, L R.|Crompton, R. H.";"";"2403100564";"";"";"1994";"";"10.1127/zma/80/1994/3";"";"";"article";"dtu_external|dtupub_external";"";"";"";"1";"";"";"3-17";"";"Zeitschrift Für Morphologie Und Anthropologie|Zeitschrift Für Morphologie Und Anthropologie|Zmorph_anthropol|Z Morphol Anthropol|Zeitschrift Fuer Morphologie Und Anthropologie";"Z Morphol Anthropol|Zeitschrift Fuer Morphologie Und Anthropologie|Zeitschrift Für Morphologie Und Anthropologie|Zmorph_anthropol";"0044314x|000105|000080|000001|000000";"80";"";"";"";"";"eng";"5d7d7c9dd9001d01b88fc626|60f2c102d9001d01a1549818";"";"60f2c102d9001d01a1549818";"E. Schweizerbart'sche Verlagsbuchhandlung";"jstor|crossref";"jstor|crossref";"Finite Elements Stress Analysis as a possible tool for reconstruction of hominid dietary mechanics"
"";"dtupub";"Heller Institute of Medical Research, Chaim Sheba Medical Center, Tel-Hashomer, Israel.";"2022-01-07T10:54:36.595Z";"Zemer, D|Livneh, A|Pras, M|Sohar, E";"";"63270121";"";"";"1993";"";"10.1159/000421924";"";"";"article";"dtu_external|dtupub_external";"";"";"";"";"";"";"187-197|187-97";"";"Contributions To Nephrology|Contributions To Nephrology|Contrib Nephrol|Contr Nephr|Contrib Nephrol|Contrib.nephrol|Contribnephrol";"Contr Nephr|Contrib Nephrol|Contrib.nephrol|Contribnephrol|Contributions To Nephrology";"03025144|000106|000102|000000|000000";"102";"";"Amyloidosis|Colchicine|Renal Dialysis|Humans|Kidney Diseases|Familial Mediterranean Fever|Kidney Transplantation|History, 20th Century";"Amyloidosis|Colchicine|Familial Mediterranean Fever|History, 20th Century|Humans|Kidney Diseases|Kidney Transplantation|Renal Dialysis";"Amyloidosis|Colchicine|Renal Dialysis|Humans|Kidney Diseases|Familial Mediterranean Fever|Kidney Transplantation|History, 20th Century";"eng";"54b6526e1e453692030ea678";"";"54b6526e1e453692030ea678";"";"pubmed";"pubmed";"The kidney in familial Mediterranean fever"
"";"dtu|dtupub";"";"2022-01-04T07:34:12.942Z";"Christopher J., Castelli";"";"2454668731";"";"";"2013";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"12";"";"";"7-7";"";"Inside the Pentagon";"Inside the Pentagon";"2164814x|000086|000029|000012|000000";"29";"";"";"";"";"eng";"5d7bead9d9001d01b8524190";"";"5d7bead9d9001d01b8524190";"Inside Washington Publishers";"jstor";"jstor";"Hagel Directs New Strategic Choices And Management Review"
"";"dtu|dtupub";"From the Department of Physiology, University of Rochester School of Medicine and Dentistry, Rochester, New York";"2022-01-09T03:33:23.067Z";"Hong, Suk Ki";"";"2432732891";"";"dtu";"1957";"";"10.1152/ajplegacy.1957.188.3.439";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"3";"";"";"439-442";"";"American Journal of Physiology-legacy Content|American Journal of Physiology|American Journal of Physiology-legacy Content|Am J Physiol";"Am J Physiol|American Journal of Physiology|American Journal of Physiology-legacy Content";"00029513|000142|000188|000003|000000";"188";"";"";"";"";"eng";"5cbda394d9001d01a478f27e";"";"5cbda394d9001d01a478f27e";"";"crossref";"crossref";"Effects of Pituitrin and Cold on Water Exchanges of Frogs"
"In this and the following chapter, the discussion shifts insofar as we will engage with more traditional leadership themes, and strive to develop them further by taking advantage of metaphysical-theological frame of reference. This chapter concentrates on the meaning of sacrifice and martyrdom in leadership. Martyrs are central figures in religious movements, but the idea of an ultimate sacrifice is rather alien to contemporary ideas about organizational leadership. This chapter discusses the role of martyrs in creating a morally inspired followership through organizational and political examples of ultimate courage, using Hirschman’s scheme of voice , exit and loyalty . Treatment leads to contemplate on the deeper philosophical-theological meaning of sacrifice through the notion of magnanimity in Aquinas’s  theory of virtues. Martyrdom as a manifestation of magnanimity is a secular virtue that paves way for higher, “theological” virtues.";"dtu|dtupub";"";"2022-01-12T03:57:08.274Z";"Peltonen, Tuomo";"";"2372106987";"";"dtu";"2017";"";"10.1007/978-3-319-56312-1_6";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"3319563114|3319563122|9783319563114|9783319563121";"";"";"";"97-121";"";"Spirituality and Religion in Organizing";"Spirituality and Religion in Organizing";"";"";"";"Business and Management|Business Strategy/Leadership|Organization|Human Resource Development|Business Ethics|Leadership|Martyrdom|Religion|Sacrifice|Spirituality|Theology";"Business Ethics|Business Strategy/Leadership|Business and Management|Human Resource Development|Leadership|Martyrdom|Organization|Religion|Sacrifice|Spirituality|Theology";"Business and Management|Business Strategy/Leadership|Organization|Human Resource Development|Business Ethics|Leadership|Martyrdom|Religion|Sacrifice|Spirituality|Theology";"eng";"595cde3b5010df7329813ecc";"";"595cde3b5010df7329813ecc";"Springer International Publishing";"springer";"springer";"Spiritual Leadership I: Ethics, Sacrifice and Martyrdom"
"We performed a histopathological study on the mummified tissue specimens of seven pre-Columbian mummies which arrived in Italy in the second half of the 19th century and are housed in the Section of Anthropology and Ethnology of the Museum of Natural History of the University of Florence. The results confirm that the modern techniques of pathological anatomy can be successfidly applied on mummifed tissues, so as to perform important paleopathological diagnoses. Among the results obtained from this study there is the only known complete paleopathological study of Chagas' disease (American Trypanosomiasis), comprising macroscopic, microscopic and ultrastructural data, as well as information on atherosclerosis, anthracosis, emphysema and pneumonia.";"dtupub";"";"2021-12-21T02:36:03.376Z";"Marrazzini, Andrea|Gaeta, Raffaele|Fornaciari, Gino";"";"2669801436";"";"";"2015";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"2";"";"";"481-501";"";"Medicina Nei Secoli|Medicina Nei Secoli|Med Secoli|Med Secoli";"Med Secoli|Medicina Nei Secoli";"03949001|000084|000027|000002|000000";"27";"";"Anthropology|Chagas Disease|History, Ancient|History, Medieval|Humans|Italy|Mummies|Museums|Paleopathology|South America";"Anthropology|Chagas Disease|History, Ancient|History, Medieval|Humans|Italy|Mummies|Museums|Paleopathology|South America";"Anthropology|Chagas Disease|History, Ancient|History, Medieval|Humans|Italy|Mummies|Museums|Paleopathology|South America";"eng";"56e011b641607a6d1c000362";"";"56e011b641607a6d1c000362";"";"pubmed";"pubmed";"PALEOPATHOLOGY OF PRE-COLUMBIAN MUMMIES AT THE MUSEUM OF ANTHROPOLOGY AND ETHNOLOGY IN FLORENCE"
"";"dtupub";"";"2022-01-07T07:15:23.361Z";"Volchenok, I., V.|Romas'ko, V., S.|Kuznetsov, V., V.";"";"10311076";"";"dtu";"1982";"";"10.1007/BF00698020";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"6";"";"";"311-312";"";"Glass and Ceramics|Glass and Ceramics|Glass Ceram|Glass Ceram|Glass Ceram Russia|Glass Ceram+|Glass and Ceramics";"Glass Ceram|Glass Ceram Russia|Glass Ceram+|Glass and Ceramics";"03617610|000117|000039|000006|000000";"39";"";"Ceramics, Glass, Composites, Natural Methods|Characterization and Evaluation Materials|Chemistry|Polymer Sciences";"Ceramics, Glass, Composites, Natural Methods|Characterization and Evaluation Materials|Chemistry|Polymer Sciences";"Ceramics, Glass, Composites, Natural Methods|Characterization and Evaluation Materials|Chemistry|Polymer Sciences";"eng";"5485562059d824b7422be308|5ca8928ad9001d48998c04cd";"";"5485562059d824b7422be308";"Kluwer Academic Publishers-Plenum Publishers";"springer|crossref";"springer|crossref";"Vacuum equipment for pressing ceramics"
"";"dtu|dtupub";"";"2022-01-10T04:32:15.228Z";"Kam, N. M.";"";"2427454207";"";"dtu";"1896";"";"10.1002/asna.18961391805";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"18";"";"";"285-286";"";"Astronomische Nachrichten|Astronomische Nachrichten|Astr. Nachr.; an|Astro Nachr|Astro. Nachr|Astron Nach|Astron Nachr|Astronomische Nachrichten News in Astronomy and Astrophysics";"Astr. Nachr.; an|Astro Nachr|Astro. Nachr|Astron Nach|Astron Nachr|Astronomische Nachrichten|Astronomische Nachrichten News in Astronomy and Astrophysics";"00046337|000203|000139|000018|000000";"139";"";"";"";"";"ger";"5cc0f1e0d9001d62a2568288";"";"5cc0f1e0d9001d62a2568288";"";"crossref";"crossref";"Vergleichsterne für die Beobachtungen des Faye'schen Cometen 1896 …"
"A novel, compact 48-channel optical transceiver module has been designed and fabricated. At the heart of the assembly is a &#x201C;holey&#x201D; Optochip &#x2014; a single-chip CMOS transceiver integrated circuit (IC) with 24 receiver and 24 laser driver circuits each with a corresponding through-substrate optical via (hole). The holes enable 24-channel 850-nm VCSEL and photodiode (PD) arrays to be directly flipchip soldered to the CMOS IC with substrate-side optical I/O through the otherwise absorbing bulk silicon substrate. This feature of the holey Optochip not only facilitates direct fiber-coupling to a standard 4 &#x00D7; 12 MMF (multimode fiber) array through a 2-lens optical system, but also maximizes highspeed performance through the close integration of the VCSEL and PD devices with the CMOS amplifier circuits. Furthermore, the holey Optochip is directly compatible with current mass-produced 850-nm VCSELs and photodiodes. These Optochips were packaged into complete modules by flip-chip soldering to high-density, high-speed organic carriers using a process very similar to standard C4 soldering used for electrical ICs. The full assembly of the Optomodule involves further attachment to a pin grid array pluggable connector. Electrical characterization of Optomodules plugged into a test circuit board incorporating the socket half of the connector was carried out and dc electrical characterization showed fully operational 24 transmitter (TX) &#x002B; 24 receiver (RX) Optomodules with uniform performance for all devices within the module. High-speed characterization of all 48-channels (ch) showed good performance up to 12.5 Gb/s/ch. At 12.5Gb/s/ch, an aggregate data rate 300 Gb/s TX &#x002B; 300 Gb/s RX is provided by the holey Optomodule.";"dtupub";"IBM T. J. Watson Research Center 1101 Kitchawan Road, Yorktown Heights, New York 10598";"2022-01-07T14:49:14.388Z";"Doany, Fuad E.|Schow, Clint L.|Lee, Benjamin G.|Rylyakov, Alexander V.|Jahnes, Christopher|Kwark, Young|Baks, Christian|Kuchta, Daniel M.|Kash, Jeffrey A.";"";"2540200936";"";"dtu";"2010";"2010 IEEE 60th Electronic Components and Technology Conference (ECTC 2010)";"10.1109/ECTC.2010.5490966";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"1424464102|1424464110|1424464129|9781424464104|9781424464111|9781424464128";"";"";"";"247-255";"";"2010 Proceedings 60th Electronic Components and Technology Conference (ectc)|Electronic Components Conference|Electronic Components Conference|Electronic Components and Technology Conference";"2010 Proceedings 60th Electronic Components and Technology Conference (ectc)|Electronic Components Conference|Electronic Components and Technology Conference";"05695503|000089|000000|000000|000000";"";"";"Assembly|CMOS integrated circuits|High speed optical techniques|Optical arrays|Optical fibers|Optical receivers|Optical transmitters|Photonic integrated circuits|Transceivers|Vertical cavity surface emitting lasers|driver circuits|electronics packaging|holey fibres|optical fibre amplifiers|optical receivers|optical transmitters|photodiodes|soldering|substrates|surface emitting lasers|transceivers|MMF array|VCSEL|amplifier circuits|fiber coupling|flip-chip soldering|holey CMOS transceiver IC|integrated circuit|laser driver circuits|multimode fiber|optical transceiver module|optical transmitter|optochip|optomodules|photodiode arrays|pin grid array pluggable connector|silicon substrate";"Assembly|CMOS integrated circuits|High speed optical techniques|MMF array|Optical arrays|Optical fibers|Optical receivers|Optical transmitters|Photonic integrated circuits|Transceivers|VCSEL|Vertical cavity surface emitting lasers|amplifier circuits|driver circuits|electronics packaging|fiber coupling|flip-chip soldering|holey CMOS transceiver IC|holey fibres|integrated circuit|laser driver circuits|multimode fiber|optical fibre amplifiers|optical receivers|optical transceiver module|optical transmitter|optical transmitters|optochip|optomodules|photodiode arrays|photodiodes|pin grid array pluggable connector|silicon substrate|soldering|substrates|surface emitting lasers|transceivers";"Assembly|CMOS integrated circuits|High speed optical techniques|Optical arrays|Optical fibers|Optical receivers|Optical transmitters|Photonic integrated circuits|Transceivers|Vertical cavity surface emitting lasers|driver circuits|electronics packaging|holey fibres|optical fibre amplifiers|optical receivers|optical transmitters|photodiodes|soldering|substrates|surface emitting lasers|transceivers|MMF array|VCSEL|amplifier circuits|fiber coupling|flip-chip soldering|holey CMOS transceiver IC|integrated circuit|laser driver circuits|multimode fiber|optical transceiver module|optical transmitter|optochip|optomodules|photodiode arrays|pin grid array pluggable connector|silicon substrate";"eng";"569ee819e332f6876e09b1f3";"";"569ee819e332f6876e09b1f3";"";"iel";"iel";"Dense 24 TX + 24 RX fiber-coupled optical module based on a holey CMOS transceiver IC"
