"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"A benchmark medical study is realized for a Primary Biliary Cirrhosis (PBC) dataset by using two different versions of a Bayesian Neural Network (BNN) entitled Partial Logistic Artificial Neural Network for Competing Risks with Automatic Relevance Determination (PLANN-CR-ARD). The two BNN versions are based on two different compensation mechanisms which are designed to preserve the numerical stability of the PLANN-CR-ARD model and to calculate the marginalized network results. The predictions of the PLANN-CR-ARD models are comparable to the non-parametric estimates obtained through the survival analysis of the PBC dataset. The input variables from the PBC dataset which can have a strong influence on the outcome of the disease are determined. The PLANN-CR-ARD models can be used to investigate the non-linear inter-dependencies between the predicted outputs and the input data which consist of the characteristics of the PBC patients.";"dtupub";"";"2022-01-07T09:44:26.479Z";"Arsene, Corneliu T.C.|Lisboa, Paulo J.";"";"2563515057";"";"dtu";"2012";"2012 UKSim 14th International Conference on Computer Modelling and Simulation (UKSim)";"10.1109/UKSim.2012.20";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"076954682X|076954682x|1467313661|9780769546827|9781467313667";"";"";"";"81-85";"";"2012 Uksim 14th International Conference on Computer Modelling and Simulation";"2012 Uksim 14th International Conference on Computer Modelling and Simulation";"";"";"";"Analytical models|Bayesian methods|Data models|Input variables|Neural networks|Predictive models|Training|Bayesian Artificial Neural Networks|PLANN-CR-ARD|Primary Biliary Cirrhosis|Survival analysis|belief networks|diseases|liver|medical computing|neural nets|BNN|Bayesian neural network|PBC patients|PLANN-CR-ARD model|compensation mechanisms|disease outcome|medical survival analysis|partial logistic artificial neural network for competing risks with automatic relevance determination|primary biliary cirrhosis dataset";"Analytical models|BNN|Bayesian Artificial Neural Networks|Bayesian methods|Bayesian neural network|Data models|Input variables|Neural networks|PBC patients|PLANN-CR-ARD|PLANN-CR-ARD model|Predictive models|Primary Biliary Cirrhosis|Survival analysis|Training|belief networks|compensation mechanisms|disease outcome|diseases|liver|medical computing|medical survival analysis|neural nets|partial logistic artificial neural network for competing risks with automatic relevance determination|primary biliary cirrhosis dataset";"Analytical models|Bayesian methods|Data models|Input variables|Neural networks|Predictive models|Training|Bayesian Artificial Neural Networks|PLANN-CR-ARD|Primary Biliary Cirrhosis|Survival analysis|belief networks|diseases|liver|medical computing|neural nets|BNN|Bayesian neural network|PBC patients|PLANN-CR-ARD model|compensation mechanisms|disease outcome|medical survival analysis|partial logistic artificial neural network for competing risks with automatic relevance determination|primary biliary cirrhosis dataset";"eng";"569e9a08e332f6876e02d60f";"";"569e9a08e332f6876e02d60f";"";"iel";"iel";"Bayesian Neural Network Applied in Medical Survival Analysis of Primary Biliary Cirrhosis"
"";"dtu|dtupub";"ESCCAP UK & Ireland National Coordinator, ESCCAP UK & Ireland, PO Box 358, Malvern WR14 9HQ|Veterinary Surgeon and Co-owner of the Mount Veterinary Practice, independent Parasitologist and Head of ESCCAP UK & Ireland";"2022-01-04T16:48:07.641Z";"Stokes, Laura|Wright, Ian";"";"2442964971";"";"";"2019";"";"10.12968/coan.2019.24.1.44";"";"";"article";"dtu_external|dtupub_external";"";"";"";"1";"";"";"44-48";"";"Companion Animal|Companion Animal";"Companion Animal";"20530889|000080|000024|000001|000000";"24";"";"";"";"";"eng";"5c374855d9001d30e63243c3";"";"5c374855d9001d30e63243c3";"";"crossref";"crossref";"Parasite roundup 2018"
"In this paper, an automated method for generation of tests against inefficient solutions for programming challenge tasks on graph theory is proposed. The method is based on the use of (1+1) evolution strategy and is able to defeat several kinds of inefficient solutions. The proposed method was applied to a task from the Internet problem archive, the Timus Online Judge.";"dtupub";"St. Petersburg Nat. Res. Univ. of Inf. Technol., Mech. & Opt., St. Petersburg, Russia";"2022-01-07T10:10:22.904Z";"Buzdalov, M.";"";"2539240474";"";"dtu";"2012";"2012 Eleventh International Conference on Machine Learning and Applications (ICMLA)";"10.1109/ICMLA.2012.194";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"0769549136|1467346519|9780769549132|9781467346511";"";"";"";"62-65";"";"2012 11th International Conference on Machine Learning and Applications|Machine Learning and Applications, Fourth International Conference on";"2012 11th International Conference on Machine Learning and Applications|Machine Learning and Applications, Fourth International Conference on";"";"2";"";"Arrays|Graph theory|Memory management|Programming|Robots|Runtime|Search problems|Internet|evolutionary computation|graph theory|information retrieval systems|(1+1) evolution strategy|Internet problem archive|Timus Online Judge|programming challenge tasks|test generation";"(1+1) evolution strategy|Arrays|Graph theory|Internet|Internet problem archive|Memory management|Programming|Robots|Runtime|Search problems|Timus Online Judge|evolutionary computation|graph theory|information retrieval systems|programming challenge tasks|test generation";"Arrays|Graph theory|Memory management|Programming|Robots|Runtime|Search problems|Internet|evolutionary computation|graph theory|information retrieval systems|(1+1) evolution strategy|Internet problem archive|Timus Online Judge|programming challenge tasks|test generation";"eng";"569e3b80a409e89e590133c9";"";"569e3b80a409e89e590133c9";"IEEE";"iel";"iel";"Generation of Tests for Programming Challenge Tasks on Graph Theory Using Evolution Strategy"
"";"dtu|dtupub";"";"2022-01-04T17:50:43.714Z";"Papp, N. G.";"";"2427527723";"";"";"1984";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"380-396";"";"Historian|Historian|Historian|Historian a Journal of History|Historian; a Journal of History";"Historian|Historian a Journal of History|Historian; a Journal of History";"00182370|000115|000046|000003|000000";"46";"";"";"";"";"eng";"5d7c9705d9001d01b863053f";"";"5d7c9705d9001d01b863053f";"Phi Alpha Theta";"jstor";"jstor";"The Political Context of the Hungarian Land Reform of 1945: A Reassessment"
"";"dtu|dtupub";"";"2022-01-11T00:22:34.834Z";"Zhadnov, V.V.|Lukina, A.S.|Tselishchev, I.S.";"";"2699053264";"";"";"2021";"";"10.17586/0021-3454-2021-64-9-741-751";"";"";"article";"dtu_external|dtupub_external";"";"";"";"9";"";"";"741-751";"";"Izvestiâ Vysših Učebnyh Zavedenij. Priborostroenie|Izvestiâ Vysših Učebnyh Zavedenij. Priborostroenie|Izv. Vysš. Učebn. Zaved., Priborostr";"Izv. Vysš. Učebn. Zaved., Priborostr|Izvestiâ Vysših Učebnyh Zavedenij. Priborostroenie";"00213454|000078|000064|000009|000000";"64";"";"";"";"";"und";"6168169ad9001d01ac0c1b99";"";"6168169ad9001d01ac0c1b99";"";"crossref";"crossref";"Evaluating the effectiveness of redundancy methods for line modular sources of secondary power supply"
"";"dtu|dtupub";"";"2022-01-04T22:34:53.337Z";"Salisbury, Mary|Salisbury, Kevin";"";"2476247724";"";"dtu";"1990";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"2";"";"";"215-218";"";"Journal of the Polynesian Society|Journal of the Polynesian Society";"Journal of the Polynesian Society";"00324000|000109|000099|000002|000000";"99";"";"";"";"";"eng";"5d7d1745d9001d01b86f8841";"";"5d7d1745d9001d01b86f8841";"Polynesian Society";"jstor";"jstor";"Making History: Pukapukan and Anthropological Constructions of Knowledge"
"";"dtupub";"";"2022-01-06T09:44:09.241Z";"McGrew, LeRoy A.";"";"2561897570";"";"dtu";"1972";"";"10.1021/ed049p195";"";"";"article";"dtu|dtu_electronic|dtu_printed|dtupub_printed";"";"";"";"3";"";"";"195";"";"Journal of Chemical Education|Journal of Chemical Education|J. Chem. Educ|J Chem Educ|J. Chem. Educ";"J Chem Educ|J. Chem. Educ|Journal of Chemical Education";"00219584|000127|000049|000003|000000";"49";"";"";"";"";"eng";"5caf99b0d9001d027b851945";"";"5caf99b0d9001d027b851945";"";"crossref";"crossref";"Stereoscopic projection in the chemistry classroom"
"In this paper, the problem of state observation for a continuous-time linear time-invariant (LTI) switched system is addressed. A finite-time observer (FTO) is employed for each subsystem and a switching observer is constructed accordingly. The finite convergence time property of the proposed switching observer is discussed and the exponential stability of the observation error is investigated. A linear matrix inequality (LMI)-based algorithm is given which provides conditions for the exponential stability of the switching observer when the switching signals have an average dwell time greater than a specific value. A numerical example is given to show the effectiveness of the proposed algorithm.";"dtupub";"Department of Electrical and Computer Engineering, Concordia University, Montréal, Québec H3G 1M8, Canada";"2022-01-04T01:08:30.394Z";"Mahmoudi, Arash|Momeni, Ahmadreza|Aghdam, Amir G.|Gohari, Peyman";"";"2573211883";"";"dtu";"2008";"";"10.3166/ejc.14.297-307";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"4";"";"";"297-307";"";"European Journal of Control|European Journal of Control|Eur J Control|Eur. J. Control";"Eur J Control|Eur. J. Control|European Journal of Control";"09473580|000091|000014|000004|000000";"14";"";"LMIs|finite-time observers|stability|switched systems";"LMIs|finite-time observers|stability|switched systems";"LMIs|finite-time observers|stability|switched systems";"eng";"5c221f09d9001d01a323a0be|53a7478bcb3a8ce173022158";"";"53a7478bcb3a8ce173022158";"";"crossref|elsevier";"crossref|elsevier";"Switching Between Finite-time Observers"
"Copper isotope fractionation in United States cents traces changes in the source of copper and identifies historical events. Application of copper isotopes as a geochemical tracer requires consistent isotopic signatures of the ores and refined metals. Overlapping isotopic signatures of crushed ores, chalcocite and refined metal extracted from Morenci, Arizona indicate modern mining processes that produce distinguishable single ore deposit geochemical signatures. The coincidence of copper isotope ratios in metals and ore deposits also exists within the United States cents analyzed here. Specifically, historical records confirm two different sources for copper in cents from 1800 through 1867. The copper isotope composition of the 1828, 1830, 1836, 1838 and 1843 cents coincides with the Cornwall ores of England, and cents post 1850 (1859, 1862) correspond with the Michigan ores of the United States. Three of the thirty-six post 1867 cents measured possess fractionated copper isotope ratios and indicate the change in source of copper for the United States cent.";"dtupub";"Department of Geology, Juniata College, 1700 Moore St, Huntingdon, PA 16658, USA|Department of Geosciences, University of Arizona, Tucson, AZ, USA|Department of Geology, Washington State University, Pullman, WA, USA|Carnegie Museum of Natural History, Pittsburgh, PA, USA|Reeves and Davignon Coins, Huntingdon, PA, USA";"2022-01-04T02:29:43.694Z";"Mathur, Ryan|Titley, Spencer|Hart, Garret|Wilson, Marc|Davignon, Michael|Zlatos, Caitlan";"";"2572918621";"";"dtu";"2009";"";"10.1016/j.jas.2008.09.029";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"2";"";"";"430-433";"";"Journal of Archaeological Science|Journal of Archaeological Science|J Arch Sci|J Archaeol Sci|J. Archaeol. Sci";"J Arch Sci|J Archaeol Sci|J. Archaeol. Sci|Journal of Archaeological Science";"03054403|000090|000036|000002|000000";"36";"";"Copper isotope|Metal artifacts|Mining|Ore deposits";"Copper isotope|Metal artifacts|Mining|Ore deposits";"Copper isotope|Metal artifacts|Mining|Ore deposits";"eng";"5c237160d9001d01a325bf4a|539a6b97f74a41c571051183";"";"539a6b97f74a41c571051183";"";"crossref|elsevier";"crossref|elsevier";"The history of the United States cent revealed through copper isotope fractionation"
"";"dtu|dtupub";"";"2022-01-10T09:05:31.712Z";"Chung, Kyung Rhan|Yang, Hye-Jeong|Jang, Dai-Ja|Kwon, Dae Young";"";"2485182757";"";"dtu";"2016";"";"10.1016/j.jef.2015.10.001";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"2";"";"";"163-164";"";"Journal of Ethnic Foods|Journal of Ethnic Foods|Journal of Ethnic Foods";"Journal of Ethnic Foods";"23526181|000083|000003|000002|000000";"3";"";"";"";"";"eng";"5cc61549d9001d62a2eaed3f";"";"5cc61549d9001d62a2eaed3f";"BMC";"crossref";"crossref";"Corrigendum to “Historical and biological aspects of bibimbap, a Korean ethnic food” [J Ethn Foods 2 (2015) 74–83]"
